person,personLabel,category,property,propertyLabel,startYear,profession,professionLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q39803,Mario Vargas Llosa,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1959,http://www.wikidata.org/entity/Q82955,politician,119,,2024-12-08T03:33:47Z
http://www.wikidata.org/entity/Q48084,Andrey Yeryomenko,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1913,http://www.wikidata.org/entity/Q82955,politician,44,,2024-10-16T10:50:39Z
http://www.wikidata.org/entity/Q43303,Malcolm X,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1954,http://www.wikidata.org/entity/Q82955,politician,129,,2024-12-03T17:08:47Z
http://www.wikidata.org/entity/Q34060,Yizhak Rabin,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1941,http://www.wikidata.org/entity/Q82955,politician,110,,2024-12-08T03:31:07Z
http://www.wikidata.org/entity/Q40495,Pervez Musharraf,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1961,http://www.wikidata.org/entity/Q82955,politician,114,,2024-11-26T09:58:32Z
http://www.wikidata.org/entity/Q34189,Pablo Neruda,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1922,http://www.wikidata.org/entity/Q82955,politician,161,,2024-12-08T03:31:09Z
http://www.wikidata.org/entity/Q53028,Giuliano Montaldo,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1951,http://www.wikidata.org/entity/Q82955,politician,25,,2024-12-08T03:45:55Z
http://www.wikidata.org/entity/Q47906,Hermann Göring,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1912,http://www.wikidata.org/entity/Q82955,politician,107,,2024-12-08T14:29:20Z
http://www.wikidata.org/entity/Q55245,Laurence Olivier,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1926,http://www.wikidata.org/entity/Q82955,politician,89,,2024-12-08T03:47:05Z
http://www.wikidata.org/entity/Q45392,Gerhard Rühm,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1959,http://www.wikidata.org/entity/Q82955,politician,12,,2024-12-08T03:40:36Z
http://www.wikidata.org/entity/Q29179,Francisco Franco,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1907,http://www.wikidata.org/entity/Q82955,politician,130,,2024-12-06T22:02:11Z
http://www.wikidata.org/entity/Q57211,Hasso von Manteuffel,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1908,http://www.wikidata.org/entity/Q82955,politician,36,,2024-12-06T23:45:38Z
http://www.wikidata.org/entity/Q28938,Alfred von Schlieffen,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1853,http://www.wikidata.org/entity/Q82955,politician,50,,2024-12-08T11:42:13Z
http://www.wikidata.org/entity/Q44354,Kane,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1992,http://www.wikidata.org/entity/Q82955,politician,46,,2024-12-03T06:00:49Z
http://www.wikidata.org/entity/Q37388,Francis Bacon,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1576,http://www.wikidata.org/entity/Q82955,politician,183,,2024-12-08T17:39:39Z
http://www.wikidata.org/entity/Q48034,Vasily Ivanovich Petrov,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1939,http://www.wikidata.org/entity/Q82955,politician,31,,2024-11-10T13:16:12Z
http://www.wikidata.org/entity/Q37677,Francisco Solano López,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1839,http://www.wikidata.org/entity/Q82955,politician,44,,2024-11-02T12:13:37Z
http://www.wikidata.org/entity/Q49941,Ilona Staller,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1979,http://www.wikidata.org/entity/Q82955,politician,52,,2024-11-17T22:32:14Z
http://www.wikidata.org/entity/Q48070,Pavel Batitsky,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1924,http://www.wikidata.org/entity/Q82955,politician,30,,2024-10-01T14:37:18Z
http://www.wikidata.org/entity/Q43723,Benjamin Netanyahu,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1967,http://www.wikidata.org/entity/Q82955,politician,158,,2024-12-08T03:11:42Z
http://www.wikidata.org/entity/Q56226,Kim Jong-un,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,2010,http://www.wikidata.org/entity/Q82955,politician,166,,2024-12-08T06:23:58Z
http://www.wikidata.org/entity/Q32681,Frans Timmermans,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1986,http://www.wikidata.org/entity/Q82955,politician,40,,2024-11-25T17:40:15Z
http://www.wikidata.org/entity/Q44819,Suharto,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1940,http://www.wikidata.org/entity/Q82955,politician,113,,2024-12-01T04:00:11Z
http://www.wikidata.org/entity/Q39524,Gamal Abdel Nasser,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1938,http://www.wikidata.org/entity/Q82955,politician,123,,2024-12-01T11:05:51Z
http://www.wikidata.org/entity/Q27503,Chang Wanquan,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1968,http://www.wikidata.org/entity/Q82955,politician,21,,2024-11-09T20:53:32Z
http://www.wikidata.org/entity/Q43067,Heinrich Himmler,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1925,http://www.wikidata.org/entity/Q82955,politician,114,,2024-12-08T03:36:10Z
http://www.wikidata.org/entity/Q57179,Ernst Udet,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1914,http://www.wikidata.org/entity/Q82955,politician,39,,2024-12-08T18:33:11Z
http://www.wikidata.org/entity/Q48048,Ivan Ignatyevich Yakubovsky,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1932,http://www.wikidata.org/entity/Q82955,politician,34,,2024-08-15T15:22:06Z
http://www.wikidata.org/entity/Q49767,François-Auguste-René de Chateaubriand,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1797,http://www.wikidata.org/entity/Q82955,politician,95,,2024-12-08T03:43:14Z
http://www.wikidata.org/entity/Q57203,Paul Emil von Lettow-Vorbeck,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1890,http://www.wikidata.org/entity/Q82955,politician,41,,2024-12-08T16:47:47Z
http://www.wikidata.org/entity/Q49214,Dan Quayle,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1969,http://www.wikidata.org/entity/Q82955,politician,90,,2024-09-23T20:48:10Z
http://www.wikidata.org/entity/Q51506,Richard Attenborough,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1942,http://www.wikidata.org/entity/Q82955,politician,76,,2024-12-08T03:44:03Z
http://www.wikidata.org/entity/Q44695,Konstantin Simonov,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1936,http://www.wikidata.org/entity/Q82955,politician,55,,2024-12-08T03:39:06Z
http://www.wikidata.org/entity/Q44616,Wyatt Earp,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1865,http://www.wikidata.org/entity/Q82955,politician,43,,2024-12-08T03:39:01Z
http://www.wikidata.org/entity/Q27883,Zeki Pasha,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1883,http://www.wikidata.org/entity/Q82955,politician,15,,2024-05-14T09:33:34Z
http://www.wikidata.org/entity/Q57254,Ollanta Humala,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1980,http://www.wikidata.org/entity/Q82955,politician,63,,2024-12-05T21:57:02Z
http://www.wikidata.org/entity/Q57267,Erich von dem Bach-Zelewski,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1914,http://www.wikidata.org/entity/Q82955,politician,35,,2024-11-29T02:56:44Z
http://www.wikidata.org/entity/Q34063,José Gaspar Rodríguez de Francia,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1787,http://www.wikidata.org/entity/Q82955,politician,41,,2024-10-23T21:56:08Z
http://www.wikidata.org/entity/Q48102,Matvei Zakharov,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1917,http://www.wikidata.org/entity/Q82955,politician,31,,2024-10-12T13:38:45Z
http://www.wikidata.org/entity/Q48020,Sergey Sokolov,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1932,http://www.wikidata.org/entity/Q82955,politician,40,,2024-11-10T13:15:14Z
http://www.wikidata.org/entity/Q48093,Nikolai Bulganin,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1941,http://www.wikidata.org/entity/Q82955,politician,55,,2024-11-13T09:53:39Z
http://www.wikidata.org/entity/Q48042,Sergey Akhromeyev,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1940,http://www.wikidata.org/entity/Q82955,politician,34,,2024-07-15T19:56:05Z
http://www.wikidata.org/entity/Q39464,Pol Pot,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1963,http://www.wikidata.org/entity/Q82955,politician,124,,2024-11-17T08:24:33Z
http://www.wikidata.org/entity/Q57382,Christa Wolf,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1961,http://www.wikidata.org/entity/Q82955,politician,63,,2024-12-08T03:50:30Z
http://www.wikidata.org/entity/Q48051,Viktor Kulikov,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1941,http://www.wikidata.org/entity/Q82955,politician,34,,2024-11-10T13:18:23Z
http://www.wikidata.org/entity/Q53010,Marco Bellocchio,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1961,http://www.wikidata.org/entity/Q82955,politician,36,,2024-12-08T03:45:28Z
http://www.wikidata.org/entity/Q57265,Omar al-Bashir,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1960,http://www.wikidata.org/entity/Q82955,politician,92,,2024-11-24T13:07:25Z
http://www.wikidata.org/entity/Q49067,Gabi Ashkenazi,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1972,http://www.wikidata.org/entity/Q82955,politician,27,,2024-11-09T19:39:24Z
http://www.wikidata.org/entity/Q51002,Jerry Rawlings,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1967,http://www.wikidata.org/entity/Q82955,politician,53,,2024-10-13T07:30:30Z
http://www.wikidata.org/entity/Q28085,Adolf Eichmann,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1932,http://www.wikidata.org/entity/Q82955,politician,91,,2024-12-08T03:29:31Z
http://www.wikidata.org/entity/Q51056,Franz Joseph I of Austria,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1848,http://www.wikidata.org/entity/Q82955,politician,96,,2024-12-08T03:43:24Z
http://www.wikidata.org/entity/Q44456,Eloy Gutiérrez Menoyo,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1945,http://www.wikidata.org/entity/Q82955,politician,14,,2024-10-23T22:11:11Z
http://www.wikidata.org/entity/Q49355,James Bryant Conant,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1917,http://www.wikidata.org/entity/Q82955,politician,30,,2024-12-08T03:42:52Z
http://www.wikidata.org/entity/Q57356,Yahya Jammeh,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1984,http://www.wikidata.org/entity/Q82955,politician,66,,2024-11-09T08:50:28Z
http://www.wikidata.org/entity/Q46151,Jacob Cats,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1603,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-08T20:01:25Z
http://www.wikidata.org/entity/Q48097,Nikolai Ogarkov,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1938,http://www.wikidata.org/entity/Q82955,politician,32,,2024-11-22T11:44:50Z
http://www.wikidata.org/entity/Q55406,Shyam Benegal,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1974,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-08T03:47:30Z
http://www.wikidata.org/entity/Q57169,Erhard Milch,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1911,http://www.wikidata.org/entity/Q82955,politician,43,,2024-10-31T23:25:37Z
http://www.wikidata.org/entity/Q25652,Martha Reeves,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1957,http://www.wikidata.org/entity/Q82955,politician,17,,2024-10-03T14:28:29Z
http://www.wikidata.org/entity/Q1067,Dante Alighieri,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1292,http://www.wikidata.org/entity/Q82955,politician,258,,2024-12-08T03:18:55Z
http://www.wikidata.org/entity/Q10819,Mariano Rajoy,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1981,http://www.wikidata.org/entity/Q82955,politician,113,,2024-12-05T15:59:17Z
http://www.wikidata.org/entity/Q14345,Roh Moo-hyun,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1977,http://www.wikidata.org/entity/Q82955,politician,82,,2024-12-03T23:37:28Z
http://www.wikidata.org/entity/Q26702,"Armand-Jean du Plessis, duc de Richelieu",Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1605,http://www.wikidata.org/entity/Q82955,politician,105,,2024-12-08T03:29:10Z
http://www.wikidata.org/entity/Q6351,Olha Saladukha,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1999,http://www.wikidata.org/entity/Q82955,politician,35,,2024-09-29T21:50:40Z
http://www.wikidata.org/entity/Q1001,Mahatma Gandhi,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1893,http://www.wikidata.org/entity/Q82955,politician,275,,2024-12-08T03:18:47Z
http://www.wikidata.org/entity/Q11669,Mark Sanford,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,2003,http://www.wikidata.org/entity/Q82955,politician,31,,2024-10-28T09:54:57Z
http://www.wikidata.org/entity/Q18798,Géza Lakatos,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1928,http://www.wikidata.org/entity/Q82955,politician,28,,2024-06-23T03:46:28Z
http://www.wikidata.org/entity/Q13003,Arturo Toscanini,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1886,http://www.wikidata.org/entity/Q82955,politician,66,,2024-12-08T03:26:13Z
http://www.wikidata.org/entity/Q23505,George H. W. Bush,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1942,http://www.wikidata.org/entity/Q82955,politician,191,,2024-11-06T12:07:01Z
http://www.wikidata.org/entity/Q8440,Hugo Chávez,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1971,http://www.wikidata.org/entity/Q82955,politician,185,,2024-12-08T14:25:02Z
http://www.wikidata.org/entity/Q20148,Zhang Xueliang,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1919,http://www.wikidata.org/entity/Q82955,politician,32,,2024-11-06T04:01:57Z
http://www.wikidata.org/entity/Q21759,Winnie Byanyima,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1981,http://www.wikidata.org/entity/Q82955,politician,21,,2024-10-14T15:06:44Z
http://www.wikidata.org/entity/Q23333,Gough Whitlam,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1941,http://www.wikidata.org/entity/Q82955,politician,57,,2024-11-16T08:31:07Z
http://www.wikidata.org/entity/Q17577,Joseph Gallieni,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1868,http://www.wikidata.org/entity/Q82955,politician,33,,2024-12-09T10:00:35Z
http://www.wikidata.org/entity/Q2667,Paul von Hindenburg,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1866,http://www.wikidata.org/entity/Q82955,politician,102,,2024-12-08T18:29:37Z
http://www.wikidata.org/entity/Q207,George W. Bush,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1968,http://www.wikidata.org/entity/Q82955,politician,273,,2024-12-03T22:36:56Z
http://www.wikidata.org/entity/Q5444,Pietro Mennea,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1968,http://www.wikidata.org/entity/Q82955,politician,44,,2024-11-12T10:31:10Z
http://www.wikidata.org/entity/Q25310,Robert F. Kennedy,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1944,http://www.wikidata.org/entity/Q82955,politician,95,,2024-11-25T07:30:51Z
http://www.wikidata.org/entity/Q1331,Manuel Blanco Encalada,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1807,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-09T09:46:15Z
http://www.wikidata.org/entity/Q1056,Italo Balbo,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1915,http://www.wikidata.org/entity/Q82955,politician,47,,2024-11-29T12:56:00Z
http://www.wikidata.org/entity/Q368,Augusto Pinochet,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1931,http://www.wikidata.org/entity/Q82955,politician,118,,2024-11-17T13:59:17Z
http://www.wikidata.org/entity/Q539,Giuseppe Garibaldi,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1835,http://www.wikidata.org/entity/Q82955,politician,129,,2024-12-09T02:16:52Z
http://www.wikidata.org/entity/Q13541,Tuomas Ketola,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1994,http://www.wikidata.org/entity/Q82955,politician,11,,2024-07-09T17:28:56Z
http://www.wikidata.org/entity/Q19526,Maya Angelou,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1969,http://www.wikidata.org/entity/Q82955,politician,132,,2024-12-08T03:27:33Z
http://www.wikidata.org/entity/Q7999,Lluís Llach,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1965,http://www.wikidata.org/entity/Q82955,politician,35,,2024-12-09T09:19:56Z
http://www.wikidata.org/entity/Q855,Joseph Stalin,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1895,http://www.wikidata.org/entity/Q82955,politician,265,,2024-12-08T17:43:25Z
http://www.wikidata.org/entity/Q23,George Washington,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1752,http://www.wikidata.org/entity/Q82955,politician,255,,2024-12-08T16:27:13Z
http://www.wikidata.org/entity/Q10873,Leo von Caprivi,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1849,http://www.wikidata.org/entity/Q82955,politician,52,,2024-11-14T05:56:05Z
http://www.wikidata.org/entity/Q11509,Xanana Gusmão,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1975,http://www.wikidata.org/entity/Q82955,politician,58,,2024-11-09T20:26:48Z
http://www.wikidata.org/entity/Q5721,Philippe Pétain,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1876,http://www.wikidata.org/entity/Q82955,politician,89,,2024-12-08T03:21:41Z
http://www.wikidata.org/entity/Q22316,John Kerry,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1966,http://www.wikidata.org/entity/Q82955,politician,108,,2024-11-24T08:28:41Z
http://www.wikidata.org/entity/Q12665,"Robert Baden-Powell, 1st Baron Baden-Powell",Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1876,http://www.wikidata.org/entity/Q82955,politician,104,,2024-12-02T23:10:48Z
http://www.wikidata.org/entity/Q7747,Vladimir Putin,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1975,http://www.wikidata.org/entity/Q82955,politician,302,,2024-12-08T14:32:09Z
http://www.wikidata.org/entity/Q9488,Sachin Tendulkar,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1989,http://www.wikidata.org/entity/Q82955,politician,78,,2024-10-23T21:15:25Z
http://www.wikidata.org/entity/Q517,Napoleon,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1789,http://www.wikidata.org/entity/Q82955,politician,276,,2024-12-08T17:26:32Z
http://www.wikidata.org/entity/Q535,Victor Hugo,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1819,http://www.wikidata.org/entity/Q82955,politician,253,,2024-12-08T21:25:41Z
http://www.wikidata.org/entity/Q14362,Chun Doo-hwan,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1955,http://www.wikidata.org/entity/Q82955,politician,63,,2024-12-05T04:12:41Z
http://www.wikidata.org/entity/Q17141,Harvey Milk,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1951,http://www.wikidata.org/entity/Q82955,politician,63,,2024-12-02T23:18:31Z
http://www.wikidata.org/entity/Q12706,Maxim Gorky,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1892,http://www.wikidata.org/entity/Q82955,politician,175,,2024-12-08T03:26:02Z
http://www.wikidata.org/entity/Q7317,Giuseppe Verdi,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1830,http://www.wikidata.org/entity/Q82955,politician,168,,2024-12-08T03:23:12Z
http://www.wikidata.org/entity/Q10390,John McCain,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1958,http://www.wikidata.org/entity/Q82955,politician,129,,2024-11-26T19:25:29Z
http://www.wikidata.org/entity/Q7771,Louis-Philippe I,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1790,http://www.wikidata.org/entity/Q82955,politician,82,,2024-11-25T20:45:50Z
http://www.wikidata.org/entity/Q21001,Moon Jae-in,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1975,http://www.wikidata.org/entity/Q82955,politician,103,,2024-12-09T05:04:23Z
http://www.wikidata.org/entity/Q2685,Arnold Schwarzenegger,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1969,http://www.wikidata.org/entity/Q82955,politician,149,,2024-12-08T03:20:18Z
http://www.wikidata.org/entity/Q13982,Alberto Bayo,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1916,http://www.wikidata.org/entity/Q82955,politician,20,,2024-11-09T20:27:34Z
http://www.wikidata.org/entity/Q23358,Stanley Bruce,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1914,http://www.wikidata.org/entity/Q82955,politician,39,,2024-11-16T09:54:50Z
http://www.wikidata.org/entity/Q9916,Dwight D. Eisenhower,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1914,http://www.wikidata.org/entity/Q82955,politician,185,,2024-12-02T12:11:50Z
http://www.wikidata.org/entity/Q8768,Henry Ford,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1891,http://www.wikidata.org/entity/Q82955,politician,190,,2024-12-08T18:13:06Z
http://www.wikidata.org/entity/Q9161,Josip Broz,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1913,http://www.wikidata.org/entity/Q82955,politician,124,,2024-12-02T23:17:51Z
http://www.wikidata.org/entity/Q2105,Jacques Chirac,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1954,http://www.wikidata.org/entity/Q82955,politician,157,,2024-11-25T16:47:44Z
http://www.wikidata.org/entity/Q22513,Zhu De,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1911,http://www.wikidata.org/entity/Q82955,politician,49,,2024-11-13T13:22:32Z
http://www.wikidata.org/entity/Q19878,Muammar Gaddafi,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1961,http://www.wikidata.org/entity/Q82955,politician,180,,2024-12-01T17:54:00Z
http://www.wikidata.org/entity/Q5950,James Brown,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1954,http://www.wikidata.org/entity/Q82955,politician,99,,2024-12-07T06:20:16Z
http://www.wikidata.org/entity/Q20297,Li Zongren,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1916,http://www.wikidata.org/entity/Q82955,politician,29,,2024-11-18T08:57:08Z
http://www.wikidata.org/entity/Q7758,Charles X of France,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1772,http://www.wikidata.org/entity/Q82955,politician,81,,2024-12-09T10:00:28Z
http://www.wikidata.org/entity/Q7729,Louis Bonaparte,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1792,http://www.wikidata.org/entity/Q82955,politician,61,,2024-11-03T20:47:09Z
http://www.wikidata.org/entity/Q4247,Rodolphe Töpffer,Personalities,http://www.wikidata.org/prop/direct/P2031,http://www.wikidata.org/prop/direct/P2031,1820,http://www.wikidata.org/entity/Q82955,politician,32,,2024-12-08T03:20:38Z
