person,personLabel,category,property,propertyLabel,endYear,profession,professionLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q437443,Alicia Rhett,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1941,http://www.wikidata.org/entity/Q483501,artist,25,,2024-10-29T02:41:41Z
http://www.wikidata.org/entity/Q1001,Mahatma Gandhi,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1948,http://www.wikidata.org/entity/Q82955,politician,275,,2024-12-08T03:18:47Z
http://www.wikidata.org/entity/Q1388990,Pedro Figari,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1938,http://www.wikidata.org/entity/Q82955,politician,17,,2024-12-08T19:03:07Z
http://www.wikidata.org/entity/Q319156,Rodolfo Graziani,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1945,http://www.wikidata.org/entity/Q82955,politician,43,,2024-11-07T17:08:01Z
http://www.wikidata.org/entity/Q2580416,William Rothenstein,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1945,http://www.wikidata.org/entity/Q483501,artist,11,,2024-11-12T14:37:47Z
http://www.wikidata.org/entity/Q160847,Hideki Tojo,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1945,http://www.wikidata.org/entity/Q82955,politician,84,,2024-12-05T17:23:32Z
http://www.wikidata.org/entity/Q704374,Seishirō Itagaki,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1945,http://www.wikidata.org/entity/Q82955,politician,26,,2024-11-18T21:36:40Z
http://www.wikidata.org/entity/Q53783,Enver Hoxha,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1944,http://www.wikidata.org/entity/Q82955,politician,97,,2024-11-18T08:49:19Z
http://www.wikidata.org/entity/Q315549,Kuniaki Koiso,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1938,http://www.wikidata.org/entity/Q82955,politician,39,,2024-09-15T11:41:00Z
http://www.wikidata.org/entity/Q156889,Suzanne Valadon,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1938,http://www.wikidata.org/entity/Q483501,artist,44,,2024-12-08T04:16:53Z
http://www.wikidata.org/entity/Q2405007,Abdurrahim bey Hagverdiyev,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1933,http://www.wikidata.org/entity/Q82955,politician,14,,2024-11-16T00:43:14Z
http://www.wikidata.org/entity/Q937875,Luca Beltrami,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1933,http://www.wikidata.org/entity/Q82955,politician,13,,2024-12-03T15:57:30Z
http://www.wikidata.org/entity/Q158840,James Ensor,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1949,http://www.wikidata.org/entity/Q483501,artist,48,,2024-12-08T18:58:26Z
http://www.wikidata.org/entity/Q2235763,Alejandro Morera Soto,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1947,http://www.wikidata.org/entity/Q82955,politician,13,,2024-11-03T02:58:37Z
http://www.wikidata.org/entity/Q855,Joseph Stalin,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1953,http://www.wikidata.org/entity/Q82955,politician,265,,2024-12-08T17:43:25Z
http://www.wikidata.org/entity/Q441439,Henriette Roland Holst,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1952,http://www.wikidata.org/entity/Q82955,politician,20,,2024-12-08T06:04:06Z
http://www.wikidata.org/entity/Q459118,Marcos Pérez Jiménez,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1958,http://www.wikidata.org/entity/Q82955,politician,33,,2024-11-02T23:16:43Z
http://www.wikidata.org/entity/Q661473,Filippo De Pisis,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1956,http://www.wikidata.org/entity/Q483501,artist,13,,2024-11-15T22:44:18Z
http://www.wikidata.org/entity/Q445026,Anna Hyatt Huntington,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1949,http://www.wikidata.org/entity/Q483501,artist,17,,2024-11-18T10:09:17Z
http://www.wikidata.org/entity/Q26408,Pierre Bonnard,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1947,http://www.wikidata.org/entity/Q483501,artist,52,,2024-12-08T03:29:08Z
http://www.wikidata.org/entity/Q888255,Felipe Molas López,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1954,http://www.wikidata.org/entity/Q82955,politician,17,,2024-06-29T12:07:54Z
http://www.wikidata.org/entity/Q2470304,Sergo Goglidze,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1953,http://www.wikidata.org/entity/Q82955,politician,12,,2024-11-16T01:46:52Z
http://www.wikidata.org/entity/Q352017,Josef Bican,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1957,http://www.wikidata.org/entity/Q2066131,athlete,43,,2024-11-17T18:16:13Z
http://www.wikidata.org/entity/Q294931,William Randolph Hearst,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1949,http://www.wikidata.org/entity/Q82955,politician,59,,2024-12-08T16:41:17Z
http://www.wikidata.org/entity/Q158255,Lyonel Feininger,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1949,http://www.wikidata.org/entity/Q483501,artist,39,,2024-12-08T18:26:16Z
http://www.wikidata.org/entity/Q1192595,Ellen Thesleff,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1954,http://www.wikidata.org/entity/Q483501,artist,21,,2024-11-26T02:09:28Z
http://www.wikidata.org/entity/Q342462,Nikolay Gerasimovich Kuznetsov,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1956,http://www.wikidata.org/entity/Q82955,politician,36,,2024-11-27T14:10:09Z
http://www.wikidata.org/entity/Q151414,George Marshall,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1951,http://www.wikidata.org/entity/Q82955,politician,100,,2024-11-22T04:00:51Z
http://www.wikidata.org/entity/Q2576565,Marlow Moss,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1958,http://www.wikidata.org/entity/Q483501,artist,12,,2024-11-15T01:33:09Z
http://www.wikidata.org/entity/Q188783,Moshe Dayan,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1958,http://www.wikidata.org/entity/Q82955,politician,76,,2024-11-25T10:45:50Z
http://www.wikidata.org/entity/Q60128,Alexander Fadeyev,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1956,http://www.wikidata.org/entity/Q82955,politician,44,,2024-12-01T16:32:04Z
http://www.wikidata.org/entity/Q241098,Maurice de Vlaminck,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1958,http://www.wikidata.org/entity/Q483501,artist,47,,2024-12-08T04:59:41Z
http://www.wikidata.org/entity/Q352,Adolf Hitler,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1945,http://www.wikidata.org/entity/Q82955,politician,312,,2024-12-09T14:39:45Z
http://www.wikidata.org/entity/Q1972072,Ivan Moskvin,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1946,http://www.wikidata.org/entity/Q82955,politician,19,,2024-10-13T07:31:24Z
http://www.wikidata.org/entity/Q313096,Jean Metzinger,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1953,http://www.wikidata.org/entity/Q483501,artist,32,,2024-11-09T12:11:37Z
http://www.wikidata.org/entity/Q359699,Yigael Yadin,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1952,http://www.wikidata.org/entity/Q82955,politician,33,,2024-11-26T19:29:04Z
http://www.wikidata.org/entity/Q887269,Higinio Morínigo,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1948,http://www.wikidata.org/entity/Q82955,politician,19,,2024-11-27T04:23:40Z
http://www.wikidata.org/entity/Q888098,Federico Chávez,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1955,http://www.wikidata.org/entity/Q82955,politician,22,,2024-10-28T10:50:42Z
http://www.wikidata.org/entity/Q471242,Georgios Tsolakoglou,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1948,http://www.wikidata.org/entity/Q82955,politician,21,,2024-10-28T10:22:07Z
http://www.wikidata.org/entity/Q2042,Charles de Gaulle,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1946,http://www.wikidata.org/entity/Q82955,politician,209,,2024-11-17T14:20:02Z
http://www.wikidata.org/entity/Q233207,Leonora Carrington,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1955,http://www.wikidata.org/entity/Q483501,artist,42,,2024-12-08T18:09:14Z
http://www.wikidata.org/entity/Q2471547,Władysław Strzemiński,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1952,http://www.wikidata.org/entity/Q483501,artist,22,,2024-11-16T01:47:50Z
http://www.wikidata.org/entity/Q153793,Georges Braque,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1955,http://www.wikidata.org/entity/Q483501,artist,82,,2024-12-08T15:41:46Z
http://www.wikidata.org/entity/Q272405,Sigrid Hjertén,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1948,http://www.wikidata.org/entity/Q483501,artist,22,,2024-11-13T10:51:29Z
http://www.wikidata.org/entity/Q505017,Ernest Thompson Seton,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1946,http://www.wikidata.org/entity/Q483501,artist,37,,2024-12-02T21:15:49Z
http://www.wikidata.org/entity/Q381911,Constant Permeke,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1952,http://www.wikidata.org/entity/Q483501,artist,22,,2024-11-09T12:56:21Z
http://www.wikidata.org/entity/Q154759,Sven Hedin,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1952,http://www.wikidata.org/entity/Q82955,politician,56,,2024-12-08T17:55:31Z
http://www.wikidata.org/entity/Q154770,Arnold Schoenberg,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1951,http://www.wikidata.org/entity/Q483501,artist,83,,2024-12-08T04:15:02Z
http://www.wikidata.org/entity/Q458658,"Edward Plunkett, 18th Baron of Dunsany",Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1957,http://www.wikidata.org/entity/Q82955,politician,29,,2024-12-07T11:46:18Z
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1956,http://www.wikidata.org/entity/Q82955,politician,147,,2024-11-06T07:56:25Z
http://www.wikidata.org/entity/Q467109,Jacob Dori,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1949,http://www.wikidata.org/entity/Q82955,politician,22,,2024-10-27T14:17:54Z
http://www.wikidata.org/entity/Q25310,Robert F. Kennedy,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1946,http://www.wikidata.org/entity/Q82955,politician,95,,2024-11-25T07:30:51Z
http://www.wikidata.org/entity/Q124617,Georgy Zhukov,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1957,http://www.wikidata.org/entity/Q82955,politician,102,,2024-10-29T11:27:32Z
http://www.wikidata.org/entity/Q483709,Yakub Kolas,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1956,http://www.wikidata.org/entity/Q82955,politician,74,,2024-11-11T21:08:15Z
http://www.wikidata.org/entity/Q333106,Hilaire Belloc,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1953,http://www.wikidata.org/entity/Q82955,politician,50,,2024-12-07T14:23:50Z
http://www.wikidata.org/entity/Q376221,Juan Luis Beigbeder y Atienza,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1950,http://www.wikidata.org/entity/Q82955,politician,11,,2024-11-11T18:47:39Z
http://www.wikidata.org/entity/Q769648,Ivan Poddubny,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1947,http://www.wikidata.org/entity/Q2066131,athlete,33,,2024-08-05T05:11:50Z
http://www.wikidata.org/entity/Q35314,Nikita Khrushchev,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1964,http://www.wikidata.org/entity/Q82955,politician,160,,2024-12-08T03:31:56Z
http://www.wikidata.org/entity/Q424377,Akwasi Afrifa,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1970,http://www.wikidata.org/entity/Q82955,politician,26,,2024-11-29T01:52:17Z
http://www.wikidata.org/entity/Q43303,Malcolm X,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1965,http://www.wikidata.org/entity/Q82955,politician,129,,2024-12-03T17:08:47Z
http://www.wikidata.org/entity/Q34060,Yizhak Rabin,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1967,http://www.wikidata.org/entity/Q82955,politician,110,,2024-12-08T03:31:07Z
http://www.wikidata.org/entity/Q159169,Nargis,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1968,http://www.wikidata.org/entity/Q82955,politician,53,,2024-11-22T04:10:02Z
http://www.wikidata.org/entity/Q15999661,Hilda Rix Nicholas,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1961,http://www.wikidata.org/entity/Q483501,artist,12,,2024-11-30T04:37:20Z
http://www.wikidata.org/entity/Q238364,Margaret Bourke-White,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1969,http://www.wikidata.org/entity/Q483501,artist,34,,2024-12-07T21:41:38Z
http://www.wikidata.org/entity/Q295141,Chaim Herzog,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1962,http://www.wikidata.org/entity/Q82955,politician,54,,2024-11-16T13:03:32Z
http://www.wikidata.org/entity/Q471965,Yuval Ne'eman,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1961,http://www.wikidata.org/entity/Q82955,politician,26,,2024-11-03T16:27:45Z
http://www.wikidata.org/entity/Q5649869,Hans Bühler,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1967,http://www.wikidata.org/entity/Q483501,artist,11,,2024-10-14T11:39:30Z
http://www.wikidata.org/entity/Q13982,Alberto Bayo,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1967,http://www.wikidata.org/entity/Q82955,politician,20,,2024-11-09T20:27:34Z
http://www.wikidata.org/entity/Q318752,József Bozsik,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1962,http://www.wikidata.org/entity/Q82955,politician,40,,2024-11-17T03:24:29Z
http://www.wikidata.org/entity/Q638877,Ardengo Soffici,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1964,http://www.wikidata.org/entity/Q483501,artist,15,,2024-11-04T20:25:49Z
http://www.wikidata.org/entity/Q165544,Władysław Anders,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1970,http://www.wikidata.org/entity/Q82955,politician,42,,2024-11-22T04:15:31Z
http://www.wikidata.org/entity/Q628530,Juan Manuel Frutos,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1960,http://www.wikidata.org/entity/Q82955,politician,16,,2024-05-26T04:03:50Z
http://www.wikidata.org/entity/Q3553651,Valentine Hugo,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1968,http://www.wikidata.org/entity/Q483501,artist,17,,2024-12-06T18:46:19Z
http://www.wikidata.org/entity/Q2628029,Pavlo Tychyna,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1967,http://www.wikidata.org/entity/Q82955,politician,35,,2024-11-13T07:28:39Z
http://www.wikidata.org/entity/Q234289,Halide Edib Adıvar,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1963,http://www.wikidata.org/entity/Q82955,politician,43,,2024-11-15T04:25:10Z
http://www.wikidata.org/entity/Q467977,Vyjayanthimala,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1969,http://www.wikidata.org/entity/Q82955,politician,38,,2024-07-11T04:21:55Z
http://www.wikidata.org/entity/Q128911,Ezer Weizman,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1969,http://www.wikidata.org/entity/Q82955,politician,47,,2024-11-22T11:30:33Z
http://www.wikidata.org/entity/Q861023,Natalicio González,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1966,http://www.wikidata.org/entity/Q82955,politician,17,,2024-10-13T10:01:56Z
http://www.wikidata.org/entity/Q607568,Alberto Magnelli,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1971,http://www.wikidata.org/entity/Q483501,artist,14,,2024-10-27T00:54:30Z
http://www.wikidata.org/entity/Q255294,Vanessa Bell,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1961,http://www.wikidata.org/entity/Q483501,artist,28,,2024-11-17T21:14:15Z
http://www.wikidata.org/entity/Q232391,Natalia Goncharova,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1962,http://www.wikidata.org/entity/Q483501,artist,46,,2024-12-08T04:54:53Z
http://www.wikidata.org/entity/Q552450,Ivan Pyryev,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1968,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-08T06:46:36Z
http://www.wikidata.org/entity/Q558245,Henri Rol-Tanguy,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1962,http://www.wikidata.org/entity/Q82955,politician,15,,2024-11-09T05:15:50Z
http://www.wikidata.org/entity/Q1125077,Fortunato Depero,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1960,http://www.wikidata.org/entity/Q483501,artist,17,,2024-11-15T21:13:57Z
http://www.wikidata.org/entity/Q354779,Jacob Epstein,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1959,http://www.wikidata.org/entity/Q483501,artist,26,,2024-12-02T17:10:32Z
http://www.wikidata.org/entity/Q215457,Eva Hesse,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1970,http://www.wikidata.org/entity/Q483501,artist,35,,2024-12-08T04:46:04Z
http://www.wikidata.org/entity/Q273233,Paul Robeson,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1963,http://www.wikidata.org/entity/Q82955,politician,52,,2024-12-08T05:10:56Z
http://www.wikidata.org/entity/Q854242,Máté Fenyvesi,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1969,http://www.wikidata.org/entity/Q82955,politician,22,,2024-10-29T20:58:50Z
http://www.wikidata.org/entity/Q234408,Dana Zátopková,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1960,http://www.wikidata.org/entity/Q2066131,athlete,38,,2024-10-25T00:04:38Z
http://www.wikidata.org/entity/Q8346581,Clara González,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1964,http://www.wikidata.org/entity/Q82955,politician,17,,2024-06-12T16:35:28Z
http://www.wikidata.org/entity/Q313707,Nguyễn Văn Thiệu,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1967,http://www.wikidata.org/entity/Q82955,politician,43,,2024-11-04T21:08:38Z
http://www.wikidata.org/entity/Q2565025,Lizzy Ansingh,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1959,http://www.wikidata.org/entity/Q483501,artist,11,,2024-11-29T13:09:29Z
http://www.wikidata.org/entity/Q182580,Shirley Temple,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1963,http://www.wikidata.org/entity/Q82955,politician,89,,2024-12-08T04:28:57Z
http://www.wikidata.org/entity/Q1333398,Pietro Canonica,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1959,http://www.wikidata.org/entity/Q82955,politician,16,,2024-11-29T20:48:04Z
http://www.wikidata.org/entity/Q169984,Gino Severini,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1966,http://www.wikidata.org/entity/Q483501,artist,36,,2024-12-08T04:24:03Z
http://www.wikidata.org/entity/Q456394,Louise Dahl-Wolfe,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1960,http://www.wikidata.org/entity/Q483501,artist,11,,2024-11-25T02:23:37Z
http://www.wikidata.org/entity/Q643778,Mario Sironi,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1961,http://www.wikidata.org/entity/Q483501,artist,16,,2024-12-08T07:03:34Z
http://www.wikidata.org/entity/Q168496,Carlo Carrà,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1966,http://www.wikidata.org/entity/Q483501,artist,37,,2024-12-08T04:43:18Z
http://www.wikidata.org/entity/Q380980,Roberto M. Levingston,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1970,http://www.wikidata.org/entity/Q82955,politician,29,,2024-10-04T01:54:12Z
http://www.wikidata.org/entity/Q68050,Giampiero Boniperti,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1961,http://www.wikidata.org/entity/Q82955,politician,46,,2024-12-04T04:15:14Z
http://www.wikidata.org/entity/Q1461043,Tom Gola,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1966,http://www.wikidata.org/entity/Q82955,politician,16,,2024-11-02T17:45:28Z
http://www.wikidata.org/entity/Q275640,Giovanni Messe,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1968,http://www.wikidata.org/entity/Q82955,politician,29,,2024-10-28T22:47:00Z
http://www.wikidata.org/entity/Q562540,Augustus John,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1961,http://www.wikidata.org/entity/Q483501,artist,25,,2024-11-14T00:44:32Z
http://www.wikidata.org/entity/Q2988903,Kazimierz Sosnkowski,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1969,http://www.wikidata.org/entity/Q82955,politician,19,,2024-11-13T12:40:43Z
http://www.wikidata.org/entity/Q455625,Evert Taube,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1976,http://www.wikidata.org/entity/Q483501,artist,25,,2024-11-19T13:20:18Z
http://www.wikidata.org/entity/Q451224,Louise Frevert,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1977,http://www.wikidata.org/entity/Q82955,politician,12,,2024-10-29T03:12:35Z
http://www.wikidata.org/entity/Q735625,Hassan Zirak,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1972,http://www.wikidata.org/entity/Q483501,artist,15,,2024-08-30T09:08:24Z
http://www.wikidata.org/entity/Q34189,Pablo Neruda,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1973,http://www.wikidata.org/entity/Q82955,politician,161,,2024-12-08T03:31:09Z
http://www.wikidata.org/entity/Q314050,HA Schult,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1980,http://www.wikidata.org/entity/Q483501,artist,11,,2024-10-27T08:22:17Z
http://www.wikidata.org/entity/Q5572307,Gluck,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1978,http://www.wikidata.org/entity/Q483501,artist,11,,2024-11-21T08:31:34Z
http://www.wikidata.org/entity/Q17141,Harvey Milk,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1978,http://www.wikidata.org/entity/Q82955,politician,63,,2024-12-02T23:18:31Z
http://www.wikidata.org/entity/Q29179,Francisco Franco,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1975,http://www.wikidata.org/entity/Q82955,politician,130,,2024-12-06T22:02:11Z
http://www.wikidata.org/entity/Q1335169,Mordechai Gur,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1978,http://www.wikidata.org/entity/Q82955,politician,20,,2024-11-10T12:10:31Z
http://www.wikidata.org/entity/Q734558,Roberto Perfumo,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1978,http://www.wikidata.org/entity/Q82955,politician,26,,2024-11-17T03:35:10Z
http://www.wikidata.org/entity/Q234109,Barbara Hepworth,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1975,http://www.wikidata.org/entity/Q483501,artist,37,,2024-12-08T04:55:28Z
http://www.wikidata.org/entity/Q125133,Víctor Jara,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1973,http://www.wikidata.org/entity/Q82955,politician,57,,2024-12-08T04:04:28Z
http://www.wikidata.org/entity/Q162043,Eusébio,Personalities,http://www.wikidata.org/prop/direct/P2032,http://www.wikidata.org/prop/direct/P2032,1979,http://www.wikidata.org/entity/Q2066131,athlete,92,,2024-11-22T04:12:30Z
