event,eventLabel,category,property,propertyLabel,value,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q18649530,2014 Russian Bandy Women's Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,1,,2021-03-26T14:11:52Z,Sports Event
http://www.wikidata.org/entity/Q17638189,basketball at the 2013 Jeux de la Francophonie – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,13,1,,2024-07-14T11:12:00Z,Sports Event
http://www.wikidata.org/entity/Q329679,2006 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8608,39,,2024-10-08T04:37:29Z,Sports Event
http://www.wikidata.org/entity/Q8128,1920 Summer Olympics,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,29,83,,2024-11-21T17:24:57Z,Sports Event
http://www.wikidata.org/entity/Q388304,World Games 2001,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3200,15,,2024-09-26T23:26:23Z,Sports Event
http://www.wikidata.org/entity/Q494906,2002 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7556,35,,2024-08-22T15:01:59Z,Sports Event
http://www.wikidata.org/entity/Q18130941,2014 Women's Junior South American Volleyball Championship,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,5,3,,2024-05-09T00:42:13Z,Sports Event
http://www.wikidata.org/entity/Q495611,1986 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4839,30,,2024-08-22T15:00:52Z,Sports Event
http://www.wikidata.org/entity/Q919193,1962 British Empire and Commonwealth Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,863,17,,2024-08-22T14:56:47Z,Sports Event
http://www.wikidata.org/entity/Q24906791,2017 NCAA Division I Women's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,64,1,,2024-05-07T02:30:36Z,Sports Event
http://www.wikidata.org/entity/Q18662122,Q18662122,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,1,,2024-01-30T10:03:33Z,Sports Event
http://www.wikidata.org/entity/Q1093220,2009 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,24,15,,2024-07-24T20:55:47Z,Sports Event
http://www.wikidata.org/entity/Q21634646,2015 Russian Bandy Women's Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,5,1,,2021-03-26T14:10:27Z,Sports Event
http://www.wikidata.org/entity/Q500524,2018 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,26,21,,2024-11-21T17:35:15Z,Sports Event
http://www.wikidata.org/entity/Q16481796,2013 Russian Bandy Women's Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,5,1,,2021-03-26T14:08:32Z,Sports Event
http://www.wikidata.org/entity/Q500524,2018 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,36,21,,2024-11-21T17:35:15Z,Sports Event
http://www.wikidata.org/entity/Q18353062,2015 AFL finals series,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-11-08T13:23:04Z,Sports Event
http://www.wikidata.org/entity/Q729509,1982 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3411,33,,2024-10-22T05:37:32Z,Sports Event
http://www.wikidata.org/entity/Q500310,1997 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,2803,20,,2024-07-24T20:55:55Z,Sports Event
http://www.wikidata.org/entity/Q17513089,2014 AFL finals series,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2023-10-08T08:13:49Z,Sports Event
http://www.wikidata.org/entity/Q389084,1977 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,15,,2024-11-21T17:32:56Z,Sports Event
http://www.wikidata.org/entity/Q695233,2010 Commonwealth Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4352,34,,2024-08-02T11:17:27Z,Sports Event
http://www.wikidata.org/entity/Q1064462,2007 Asian Winter Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,796,22,,2024-10-07T22:07:53Z,Sports Event
http://www.wikidata.org/entity/Q495118,2003 Summer Universiade,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4179,22,,2024-08-24T13:37:36Z,Sports Event
http://www.wikidata.org/entity/Q372832,1969 Southeast Asian Peninsular Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,15,,2024-11-21T17:32:51Z,Sports Event
http://www.wikidata.org/entity/Q919181,1954 British Empire and Commonwealth Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,662,20,,2024-10-25T15:36:06Z,Sports Event
http://www.wikidata.org/entity/Q24256794,Q24256794,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,20,1,,2021-04-26T15:34:02Z,Sports Event
http://www.wikidata.org/entity/Q1054741,2009 Winter Universiade,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1635,20,,2023-03-13T17:18:13Z,Sports Event
http://www.wikidata.org/entity/Q29267,1951 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,489,34,,2024-08-22T15:00:11Z,Sports Event
http://www.wikidata.org/entity/Q763213,2015 European Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6076,43,,2024-07-02T07:45:37Z,Sports Event
http://www.wikidata.org/entity/Q12252653,Q12252653,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,52,1,,2023-12-03T19:34:41Z,Sports Event
http://www.wikidata.org/entity/Q402456,1987 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,18,19,,2024-11-21T17:36:14Z,Sports Event
http://www.wikidata.org/entity/Q682986,World Games 2005,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3398,18,,2024-03-31T01:40:02Z,Sports Event
http://www.wikidata.org/entity/Q16630832,Q16630832,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,21,1,,2021-12-04T03:14:27Z,Sports Event
http://www.wikidata.org/entity/Q20492877,Q20492877,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,18,1,,2023-12-03T19:45:21Z,Sports Event
http://www.wikidata.org/entity/Q1116438,1982 Commonwealth Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1580,16,,2024-11-09T21:14:31Z,Sports Event
http://www.wikidata.org/entity/Q957860,2005 Winter Universiade,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1449,15,,2024-01-28T10:06:01Z,Sports Event
http://www.wikidata.org/entity/Q919164,1950 British Empire Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,590,18,,2024-07-31T10:21:12Z,Sports Event
http://www.wikidata.org/entity/Q192554,2012 Winter Youth Olympics,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1022,37,,2024-09-26T17:22:00Z,Sports Event
http://www.wikidata.org/entity/Q701656,World Games 2009,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4800,17,,2024-03-31T01:40:04Z,Sports Event
http://www.wikidata.org/entity/Q402437,1979 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,20,,2024-11-16T07:31:02Z,Sports Event
http://www.wikidata.org/entity/Q729561,1990 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6122,33,,2024-08-22T15:01:07Z,Sports Event
http://www.wikidata.org/entity/Q19672232,2023 FIFA Women's World Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,32,53,,2024-12-02T04:05:46Z,Sports Event
http://www.wikidata.org/entity/Q611030,World Games 2013,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,2870,20,,2024-03-31T01:39:42Z,Sports Event
http://www.wikidata.org/entity/Q995653,2024 Summer Olympics,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10500,113,,2024-11-11T08:59:38Z,Sports Event
http://www.wikidata.org/entity/Q1071308,2009 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,11,18,,2024-11-21T17:32:40Z,Sports Event
http://www.wikidata.org/entity/Q113590,2007 South Pacific Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,22,12,,2024-03-31T01:37:00Z,Sports Event
http://www.wikidata.org/entity/Q1071308,2009 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3100,18,,2024-11-21T17:32:40Z,Sports Event
http://www.wikidata.org/entity/Q16970036,2013 AFL finals series,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2023-09-26T01:27:16Z,Sports Event
http://www.wikidata.org/entity/Q402441,1983 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,19,,2024-11-04T17:53:53Z,Sports Event
http://www.wikidata.org/entity/Q729664,1998 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6554,31,,2024-08-22T15:01:46Z,Sports Event
http://www.wikidata.org/entity/Q643001,1925 Far Eastern Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3,10,,2024-11-21T17:33:21Z,Sports Event
http://www.wikidata.org/entity/Q919138,1934 British Empire Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,500,20,,2024-09-24T15:09:02Z,Sports Event
http://www.wikidata.org/entity/Q484821,2015 Summer Universiade,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12986,23,,2024-09-12T04:17:37Z,Sports Event
http://www.wikidata.org/entity/Q26709831,2016 AFL finals series,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,2,,2024-11-08T13:27:23Z,Sports Event
http://www.wikidata.org/entity/Q729288,1954 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,970,32,,2024-08-22T14:59:46Z,Sports Event
http://www.wikidata.org/entity/Q24260799,2015 Mid-Season Invitational,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,6,,2024-05-10T23:02:58Z,Sports Event
http://www.wikidata.org/entity/Q939292,1981 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,15,,2024-11-21T17:32:59Z,Sports Event
http://www.wikidata.org/entity/Q186416,1970 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,2400,31,,2024-11-27T13:51:59Z,Sports Event
http://www.wikidata.org/entity/Q24091014,Q24091014,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,20,1,,2021-03-01T01:05:51Z,Sports Event
http://www.wikidata.org/entity/Q500288,2009 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4180,24,,2024-06-22T18:05:30Z,Sports Event
http://www.wikidata.org/entity/Q768403,1993 World Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,2275,16,,2024-03-31T01:40:52Z,Sports Event
http://www.wikidata.org/entity/Q500310,1997 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,21,20,,2024-07-24T20:55:55Z,Sports Event
http://www.wikidata.org/entity/Q195337,1951 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,734,24,,2024-11-21T17:27:11Z,Sports Event
http://www.wikidata.org/entity/Q918602,2005 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,11,17,,2024-11-21T17:32:44Z,Sports Event
http://www.wikidata.org/entity/Q919154,1938 British Empire Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,464,21,,2024-07-31T10:20:24Z,Sports Event
http://www.wikidata.org/entity/Q8128,1920 Summer Olympics,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,2622,83,,2024-11-21T17:24:57Z,Sports Event
http://www.wikidata.org/entity/Q919188,1958 British Empire and Commonwealth Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1122,19,,2024-08-22T14:55:43Z,Sports Event
http://www.wikidata.org/entity/Q477115,1974 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3010,32,,2024-08-22T15:00:07Z,Sports Event
http://www.wikidata.org/entity/Q402456,1987 Mediterranean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1996,19,,2024-11-21T17:36:14Z,Sports Event
http://www.wikidata.org/entity/Q919088,1974 British Commonwealth Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1274,16,,2024-08-02T18:47:09Z,Sports Event
http://www.wikidata.org/entity/Q918602,2005 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,5336,17,,2024-11-21T17:32:44Z,Sports Event
http://www.wikidata.org/entity/Q1045872,2011 Asian Winter Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,843,30,,2024-10-07T22:08:18Z,Sports Event
http://www.wikidata.org/entity/Q259532,1962 Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1460,32,,2024-08-22T14:59:13Z,Sports Event
http://www.wikidata.org/entity/Q25382419,IIHF World U20 Championship Division III,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,2,,2024-11-08T17:55:13Z,Sports Event
http://www.wikidata.org/entity/Q377970,World Games 1989,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,1295,16,,2024-03-31T01:37:48Z,Sports Event
http://www.wikidata.org/entity/Q965250,2001 Southeast Asian Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4165,16,,2024-11-21T17:32:35Z,Sports Event
http://www.wikidata.org/entity/Q14026859,rugby sevens at the 2013 Summer Universiade – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,4,,2023-08-28T01:59:38Z,Sports Event
http://www.wikidata.org/entity/Q23885355,Q23885355,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,1,,2023-10-10T07:24:00Z,Sports Event
http://www.wikidata.org/entity/Q919129,1930 British Empire Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,400,21,,2024-11-09T06:06:47Z,Sports Event
http://www.wikidata.org/entity/Q867794,2010 South American Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3751,7,,2024-07-24T20:56:16Z,Sports Event
http://www.wikidata.org/entity/Q60527910,2018 NCAA Division I Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,64,1,,2024-01-10T09:57:56Z,Sports Event
http://www.wikidata.org/entity/Q60527889,2018 Big South Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:41Z,Sports Event
http://www.wikidata.org/entity/Q60527899,2018 CAA Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:53Z,Sports Event
http://www.wikidata.org/entity/Q60787929,2019 American Athletic Conference Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,1,,2024-04-05T11:16:49Z,Sports Event
http://www.wikidata.org/entity/Q60527960,2019 SEC Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,1,,2023-12-07T20:12:32Z,Sports Event
http://www.wikidata.org/entity/Q60527906,2018 MAC Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:17:26Z,Sports Event
http://www.wikidata.org/entity/Q60527894,2018 Big West Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:48Z,Sports Event
http://www.wikidata.org/entity/Q60527922,2018 WAC Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,1,,2024-05-17T11:20:06Z,Sports Event
http://www.wikidata.org/entity/Q60527938,2019 Atlantic Sun Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-06-14T10:27:19Z,Sports Event
http://www.wikidata.org/entity/Q60527871,2018 ACC Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:12:23Z,Sports Event
http://www.wikidata.org/entity/Q60527887,2018 Big East Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2023-12-04T10:19:37Z,Sports Event
http://www.wikidata.org/entity/Q60527885,2018 Big East Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:38Z,Sports Event
http://www.wikidata.org/entity/Q60527986,Football at the 2019 Pan American Games – Women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,4,,2023-10-19T06:35:54Z,Sports Event
http://www.wikidata.org/entity/Q60768008,2019 CAA Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,1,,2022-11-21T10:51:42Z,Sports Event
http://www.wikidata.org/entity/Q60527884,2018 Big 12 Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:13:36Z,Sports Event
http://www.wikidata.org/entity/Q60527880,2018 Atlantic 10 Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-03-13T21:47:50Z,Sports Event
http://www.wikidata.org/entity/Q60527875,2018 American Athletic Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:09Z,Sports Event
http://www.wikidata.org/entity/Q60527878,2018 Atlantic 10 Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:13:20Z,Sports Event
http://www.wikidata.org/entity/Q60787348,2019 Summit League Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2022-09-05T21:47:18Z,Sports Event
http://www.wikidata.org/entity/Q60527907,2018 Mid-American Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:17:27Z,Sports Event
http://www.wikidata.org/entity/Q53853406,2018 Americas Rugby Challenge,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,3,,2024-07-12T11:10:35Z,Sports Event
http://www.wikidata.org/entity/Q60527909,2018 Mountain West Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:17:36Z,Sports Event
http://www.wikidata.org/entity/Q55388537,2018 CONCACAF U-20 Championship,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,34,7,,2024-06-05T01:38:25Z,Sports Event
http://www.wikidata.org/entity/Q60527912,2018 Northeast Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,1,,2024-05-17T11:17:57Z,Sports Event
http://www.wikidata.org/entity/Q55388075,2018–19 ICC World Twenty20 East Asia-Pacific Qualifier,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,5,,2024-11-21T16:30:57Z,Sports Event
http://www.wikidata.org/entity/Q60527955,2019 Mountain West Conference Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,11,1,,2024-04-05T11:20:08Z,Sports Event
http://www.wikidata.org/entity/Q60527872,2018 America East Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:06Z,Sports Event
http://www.wikidata.org/entity/Q60527905,2018 MAAC Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:17:15Z,Sports Event
http://www.wikidata.org/entity/Q60527927,2019 ACC men's basketball tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,1,,2024-05-17T04:49:28Z,Sports Event
http://www.wikidata.org/entity/Q60527895,2018 Big West Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,1,,2024-05-17T11:13:49Z,Sports Event
http://www.wikidata.org/entity/Q60527882,2018 Atlantic Sun Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:17Z,Sports Event
http://www.wikidata.org/entity/Q60765730,ESL Pro League Season 9,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,48,1,,2024-11-21T17:36:12Z,Sports Event
http://www.wikidata.org/entity/Q60527901,2018 Conference USA Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,1,,2023-09-15T10:15:13Z,Sports Event
http://www.wikidata.org/entity/Q57204392,W Series,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,20,22,,2024-10-28T14:42:11Z,Sports Event
http://www.wikidata.org/entity/Q60527985,Football at the 2019 Pan American Games – Men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,4,,2023-05-26T19:05:35Z,Sports Event
http://www.wikidata.org/entity/Q60527893,2018 Big Ten Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:13:47Z,Sports Event
http://www.wikidata.org/entity/Q60527915,2018 Southern Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,1,,2024-05-17T11:18:59Z,Sports Event
http://www.wikidata.org/entity/Q60527974,2021 NCAA Division I Women's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,64,1,,2024-05-07T02:41:14Z,Sports Event
http://www.wikidata.org/entity/Q56489304,2019 Beach Volleyball World Championships,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,96,13,,2024-07-26T07:15:29Z,Sports Event
http://www.wikidata.org/entity/Q60527913,2018 Ohio Valley Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:18:04Z,Sports Event
http://www.wikidata.org/entity/Q60527932,2019 Atlantic 10 Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,1,,2024-04-05T11:17:17Z,Sports Event
http://www.wikidata.org/entity/Q60527902,2018 Conference USA Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:14:15Z,Sports Event
http://www.wikidata.org/entity/Q60527876,2018 American Athletic Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:10Z,Sports Event
http://www.wikidata.org/entity/Q60527897,2018 CAA Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:52Z,Sports Event
http://www.wikidata.org/entity/Q60527888,2018 Big Sky Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:39Z,Sports Event
http://www.wikidata.org/entity/Q60527908,2018 Missouri Valley Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:17:34Z,Sports Event
http://www.wikidata.org/entity/Q60527873,2018 America East Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:07Z,Sports Event
http://www.wikidata.org/entity/Q55264523,2019 Pac-12 Conference Men's Basketball Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,1,,2024-08-03T13:30:34Z,Sports Event
http://www.wikidata.org/entity/Q60527881,2018 Atlantic Sun Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-05-17T11:13:18Z,Sports Event
