venue,venueLabel,category,property,propertyLabel,value,unitLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q2759057,Sydney Olympic Park Tennis Centre,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,11,,2024-02-12T03:27:14Z
http://www.wikidata.org/entity/Q3198970,Korketrekkeren,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,15000,1,6,,2022-01-05T08:58:28Z
http://www.wikidata.org/entity/Q2895248,Unipol Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,11000,1,12,,2024-05-25T10:37:42Z
http://www.wikidata.org/entity/Q951281,Norman Broaster Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,2000,1,6,,2023-05-30T14:10:50Z
http://www.wikidata.org/entity/Q2912214,Malha Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,3000,1,6,,2024-10-14T07:25:34Z
http://www.wikidata.org/entity/Q2742223,Hala Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,6200,1,11,,2023-05-30T20:56:10Z
http://www.wikidata.org/entity/Q2838677,Estadio Insular,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,21000,1,9,,2023-12-01T11:08:15Z
http://www.wikidata.org/entity/Q3495838,Stade Robert Bobin,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,18850,1,9,,2024-07-10T09:42:54Z
http://www.wikidata.org/entity/Q698429,Arosvallen,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,19,,2023-10-25T04:51:51Z
http://www.wikidata.org/entity/Q2833210,Alexander Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12700,1,14,,2024-11-06T15:00:27Z
http://www.wikidata.org/entity/Q840852,Chulalongkorn University Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20000,1,7,,2024-02-12T20:25:22Z
http://www.wikidata.org/entity/Q3120014,Gradski stadion,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,5214,1,9,,2024-09-07T16:13:23Z
http://www.wikidata.org/entity/Q671073,Cornèr Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8000,1,6,,2023-08-04T19:13:04Z
http://www.wikidata.org/entity/Q937895,Steel Aréna,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8378,1,21,,2024-10-16T23:46:15Z
http://www.wikidata.org/entity/Q2164621,Spartan Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14000,1,6,,2022-10-14T00:39:07Z
http://www.wikidata.org/entity/Q3495549,Estadio Carlos Salazar Hijo,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,6,,2023-11-27T23:33:09Z
http://www.wikidata.org/entity/Q3263913,Small Sports Arena Luzhniki,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8512,1,7,,2024-10-09T10:49:08Z
http://www.wikidata.org/entity/Q697170,Tianmu Baseball Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10500,1,6,,2024-11-18T07:44:57Z
http://www.wikidata.org/entity/Q695879,La Rosaleda Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30044,1,35,,2024-07-19T10:06:39Z
http://www.wikidata.org/entity/Q930235,Dynamo Samarkand Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,16000,1,9,,2024-10-18T10:35:43Z
http://www.wikidata.org/entity/Q3495689,RCAF Old Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7000,1,8,,2023-04-06T04:25:08Z
http://www.wikidata.org/entity/Q2164621,Spartan Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,75005,1,6,,2022-10-14T00:39:07Z
http://www.wikidata.org/entity/Q783033,Value City Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,19049,1,7,,2023-12-27T22:21:06Z
http://www.wikidata.org/entity/Q684052,Estadio La Portada,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,18501,1,18,,2024-07-11T04:36:44Z
http://www.wikidata.org/entity/Q3182265,John Paul Jones Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14593,1,8,,2023-04-17T17:39:57Z
http://www.wikidata.org/entity/Q2944604,Fargona Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14600,1,6,,2024-10-10T09:10:26Z
http://www.wikidata.org/entity/Q3491713,No. 2 Court,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,4000,1,6,,2024-07-09T12:19:13Z
http://www.wikidata.org/entity/Q3495852,Roumdé Adjia Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,22000,1,14,,2024-02-02T19:57:01Z
http://www.wikidata.org/entity/Q953885,Yubileyny Sports Palace,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7012,1,20,,2024-10-14T14:28:45Z
http://www.wikidata.org/entity/Q673598,Onikan Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,11,,2024-09-14T10:29:48Z
http://www.wikidata.org/entity/Q944559,Meiji Jingu Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,37933,1,12,,2024-09-01T16:32:02Z
http://www.wikidata.org/entity/Q977529,Climate Pledge Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,17000,1,25,,2024-10-25T00:48:33Z
http://www.wikidata.org/entity/Q995161,Bryant–Denny Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,101821,1,11,,2024-10-26T23:23:09Z
http://www.wikidata.org/entity/Q3495536,Stade Baréma Bocoum,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20000,1,6,,2023-09-29T11:06:32Z
http://www.wikidata.org/entity/Q798494,Kazhimukan Munaitpasov Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20000,individual seat,10,,2024-08-28T12:46:16Z
http://www.wikidata.org/entity/Q3495814,Stade Paul Julius Bénard,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12000,1,6,,2024-11-16T10:10:10Z
http://www.wikidata.org/entity/Q1983063,Stadion Mladost,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,6500,1,10,,2023-05-29T18:58:39Z
http://www.wikidata.org/entity/Q3217144,Lane Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,65632,1,7,,2023-08-03T17:31:58Z
http://www.wikidata.org/entity/Q2866182,Maurice Richard Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,4750,1,7,,2024-05-21T22:35:40Z
http://www.wikidata.org/entity/Q808694,Espoo Metro Areena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8000,1,8,,2023-11-13T10:39:32Z
http://www.wikidata.org/entity/Q2127931,L'Anneau de Vitesse,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,2500,human,7,,2022-09-13T15:13:30Z
http://www.wikidata.org/entity/Q2000728,Sheikh Khalifa International Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,16000,1,23,,2024-04-30T06:53:11Z
http://www.wikidata.org/entity/Q2748815,Victory Field,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12202,1,7,,2024-10-03T15:54:32Z
http://www.wikidata.org/entity/Q2975440,Palau de Gel,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,1256,1,10,,2024-11-14T07:38:33Z
http://www.wikidata.org/entity/Q3825213,Lake Placid Equestrian Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,8,,2023-11-01T16:07:30Z
http://www.wikidata.org/entity/Q4914312,Bingo Athletic Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,9245,1,8,,2024-03-27T06:57:13Z
http://www.wikidata.org/entity/Q4116850,Al-Shoalah Club Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8000,1,6,,2023-05-31T13:30:41Z
http://www.wikidata.org/entity/Q3495956,Miloud Hadefi Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,40143,1,14,,2024-09-09T02:32:52Z
http://www.wikidata.org/entity/Q4107855,Veria Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,6350,1,9,,2024-07-05T09:32:09Z
http://www.wikidata.org/entity/Q4881386,Beirut Municipal Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,18000,1,10,,2024-05-17T10:38:51Z
http://www.wikidata.org/entity/Q3514858,Estádio de São Miguel,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,15277,1,9,,2024-06-29T21:35:22Z
http://www.wikidata.org/entity/Q4738800,Alytus Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,3748,1,10,,2024-09-30T18:56:12Z
http://www.wikidata.org/entity/Q4968564,Brisbane Entertainment Centre,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14500,1,8,,2024-09-02T03:42:15Z
http://www.wikidata.org/entity/Q3495980,General Lansana Conté Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,50000,1,10,,2024-07-13T21:47:15Z
http://www.wikidata.org/entity/Q4666459,Abebe Bikila Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,6,,2024-09-04T22:21:10Z
http://www.wikidata.org/entity/Q3496035,Stade de la Source,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,6863,1,8,,2023-08-07T04:30:53Z
http://www.wikidata.org/entity/Q4895634,Palau Girona-Fontajau,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,5500,1,7,,2024-11-24T16:09:00Z
http://www.wikidata.org/entity/Q4120140,Prince Mohammed Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,17000,1,15,,2024-09-30T01:40:12Z
http://www.wikidata.org/entity/Q3499859,Gyumri City Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,2761,1,18,,2024-03-04T15:28:09Z
http://www.wikidata.org/entity/Q4634507,30 June Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,16,,2024-04-30T18:39:46Z
http://www.wikidata.org/entity/Q4968684,Briskeby Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7600,1,8,,2024-03-23T07:51:56Z
http://www.wikidata.org/entity/Q4946308,Borough Briggs,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,4520,1,7,,2024-07-08T18:40:08Z
http://www.wikidata.org/entity/Q5210935,Dalian Sports Center,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,80000,1,11,,2023-10-23T01:02:43Z
http://www.wikidata.org/entity/Q9276205,Green Dome Maebashi,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20000,1,6,,2022-08-17T06:08:00Z
http://www.wikidata.org/entity/Q7808156,Tingley Coliseum,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,11571,1,6,,2024-11-11T20:58:34Z
http://www.wikidata.org/entity/Q9341111,Central Stadium (Zhytomyr),Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,21928,1,6,,2023-10-23T16:39:02Z
http://www.wikidata.org/entity/Q7684351,Taoyuan City Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,6,,2022-04-08T03:08:07Z
http://www.wikidata.org/entity/Q12053079,Azlan Shah Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,6,,2023-11-26T00:17:15Z
http://www.wikidata.org/entity/Q7811987,Tochigi Green Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,18025,1,8,,2024-06-25T09:05:32Z
http://www.wikidata.org/entity/Q9296368,Frasqueirão,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,18000,1,7,,2022-12-10T20:51:05Z
http://www.wikidata.org/entity/Q5400104,Bautista Gargantini Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14000,1,6,,2024-07-21T05:02:26Z
http://www.wikidata.org/entity/Q1072722,Century Lotus Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,36686,1,10,,2024-09-29T14:11:24Z
http://www.wikidata.org/entity/Q5439093,Fayoum Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,8,,2023-12-24T15:49:31Z
http://www.wikidata.org/entity/Q3414046,Queensland Sport and Athletics Centre,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,49000,1,6,,2024-03-26T11:33:43Z
http://www.wikidata.org/entity/Q3435358,Stadion Branko Čavlović-Čavlek,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12000,1,10,,2023-11-10T18:30:46Z
http://www.wikidata.org/entity/Q3405290,Gradski stadion Kratovo,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,1800,1,7,,2024-04-28T03:15:20Z
http://www.wikidata.org/entity/Q3294324,Kerkyra Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,2685,1,8,,2024-07-05T12:57:48Z
http://www.wikidata.org/entity/Q1040156,Carl Ramos Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,3500,1,9,,2022-11-18T18:13:46Z
http://www.wikidata.org/entity/Q1072186,Hubert H. Humphrey Metrodome,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,64121,1,18,,2024-09-01T16:22:10Z
http://www.wikidata.org/entity/Q3443162,Stadion Park mladeži,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,4075,1,13,,2023-11-10T17:04:51Z
http://www.wikidata.org/entity/Q885674,Blue Cross Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14000,1,12,,2024-09-19T04:10:12Z
http://www.wikidata.org/entity/Q5400401,Estadio Municipal Lucio Fariña Fernández,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7680,1,8,,2023-05-31T12:42:19Z
http://www.wikidata.org/entity/Q3379393,Somerset Park,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10185,1,8,,2024-07-08T21:30:39Z
http://www.wikidata.org/entity/Q3277528,Sharjah Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12000,1,19,,2024-01-29T17:05:25Z
http://www.wikidata.org/entity/Q1046135,Empower Field at Mile High,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,76125,1,30,,2024-11-21T10:09:05Z
http://www.wikidata.org/entity/Q5402185,Estádio Willie Davids,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,21600,1,6,,2023-05-31T14:07:35Z
http://www.wikidata.org/entity/Q3339834,Nickerson Field,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10412,1,7,,2024-10-06T14:27:57Z
http://www.wikidata.org/entity/Q1067148,Acrisure Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,65500,1,28,,2024-10-12T15:34:52Z
http://www.wikidata.org/entity/Q5402169,Estádio Rei Pelé,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20551,1,9,,2023-01-09T08:49:44Z
http://www.wikidata.org/entity/Q876436,Rudolf Weber-Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12650,1,6,,2023-12-27T22:24:07Z
http://www.wikidata.org/entity/Q4788896,Arena Joinville,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,22400,1,8,,2023-05-30T17:25:16Z
http://www.wikidata.org/entity/Q4855268,Bangladesh Army Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,15000,1,7,,2022-08-30T10:38:27Z
http://www.wikidata.org/entity/Q5401985,Estádio Carlos Osório,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,1750,1,6,,2024-10-06T02:12:52Z
http://www.wikidata.org/entity/Q3349688,Stade of 1st November 1954,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,6,,2023-10-05T08:44:40Z
http://www.wikidata.org/entity/Q5400324,Estadio La Independencia,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20630,1,7,,2023-05-30T21:05:26Z
http://www.wikidata.org/entity/Q3445299,Takhti Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,8,,2023-09-16T00:19:03Z
http://www.wikidata.org/entity/Q5400555,Estadio de Vallehermoso,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12000,1,6,,2023-12-01T18:18:58Z
http://www.wikidata.org/entity/Q907843,Falcon Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,40828,1,7,,2024-07-03T17:40:09Z
http://www.wikidata.org/entity/Q3470457,Sam Boyd Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,36800,1,10,,2023-10-19T07:08:15Z
http://www.wikidata.org/entity/Q3320428,Ipurúa Municipal Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7083,1,29,,2024-11-24T13:07:46Z
http://www.wikidata.org/entity/Q856393,Sydney Cricket Ground,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,43649,1,23,,2024-09-20T15:08:03Z
http://www.wikidata.org/entity/Q5402128,Estádio Municipal de Chaves,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12000,1,10,,2024-11-25T16:29:11Z
http://www.wikidata.org/entity/Q1092170,Vitrifrigo Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10323,1,11,,2024-05-25T10:36:46Z
http://www.wikidata.org/entity/Q7010105,Sloan Park,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,15000,1,6,,2022-11-21T05:10:19Z
http://www.wikidata.org/entity/Q7227135,BTarena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,9777,1,10,,2024-05-22T10:17:04Z
http://www.wikidata.org/entity/Q7206593,Pod Vinicí,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,2500,1,6,,2024-09-23T09:00:44Z
http://www.wikidata.org/entity/Q6406663,Sylhet International Cricket Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,9,,2024-04-15T01:50:39Z
http://www.wikidata.org/entity/Q6587500,Takhti Stadium (Tabriz),Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,25000,1,9,,2023-06-10T19:58:20Z
http://www.wikidata.org/entity/Q7596077,Stade Abed Hamdani,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10000,1,6,,2024-09-20T10:03:44Z
http://www.wikidata.org/entity/Q7184961,Philippine Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,50500,1,19,,2024-09-09T09:32:53Z
http://www.wikidata.org/entity/Q6783965,MassMutual Center,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8000,1,7,,2024-10-23T09:45:24Z
http://www.wikidata.org/entity/Q7040605,Nishikyogoku Athletic Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20588,1,10,,2024-07-15T05:06:27Z
http://www.wikidata.org/entity/Q6587506,Takhti Stadium (Abadan),Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,22000,1,6,,2024-06-12T04:38:45Z
http://www.wikidata.org/entity/Q6411564,King Fahd Sports City (Taif),Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,17000,1,7,,2024-04-15T13:13:40Z
http://www.wikidata.org/entity/Q23688674,Deodoro Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,15000,1,17,,2024-10-26T11:44:01Z
http://www.wikidata.org/entity/Q18126330,Azersun Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,5800,individual seat,11,,2024-03-15T15:24:49Z
http://www.wikidata.org/entity/Q5707590,Hellinikon Olympic Hockey Centre,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7300,1,7,,2024-06-04T17:35:48Z
http://www.wikidata.org/entity/Q7139662,Parque Pereira,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,40000,1,8,,2024-02-16T18:35:23Z
http://www.wikidata.org/entity/Q7129581,York Lions Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,12500,1,7,,2023-05-31T15:55:49Z
http://www.wikidata.org/entity/Q14437690,The Hive Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,5176,1,10,,2024-07-09T18:38:45Z
http://www.wikidata.org/entity/Q15108473,Istora Gelora Bung Karno,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,7166,1,8,,2024-10-15T08:54:15Z
http://www.wikidata.org/entity/Q9255227,Vila Olímpica Elzir Cabral,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,8000,1,7,,2023-05-30T20:59:35Z
http://www.wikidata.org/entity/Q15156983,Brest Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,6000,1,8,,2024-10-27T01:13:45Z
http://www.wikidata.org/entity/Q8069354,Zeqir Ymeri Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,5000,1,9,,2024-11-11T12:32:28Z
http://www.wikidata.org/entity/Q262291,Providence Park,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,25218,1,21,,2024-06-25T04:13:18Z
http://www.wikidata.org/entity/Q203932,Ondrej Nepela Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,10055,1,24,,2024-07-04T23:30:14Z
http://www.wikidata.org/entity/Q150933,Volksparkstadion,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,51500,1,52,,2024-07-16T02:51:57Z
http://www.wikidata.org/entity/Q29640,Estadio Domingo Burgueño,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20000,1,12,,2024-06-20T01:10:50Z
http://www.wikidata.org/entity/Q29640,Estadio Domingo Burgueño,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,25000,1,12,,2024-06-20T01:10:50Z
http://www.wikidata.org/entity/Q375365,Giants Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,80242,1,32,,2024-11-03T08:56:43Z
http://www.wikidata.org/entity/Q127947,Hafezieh Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,14000,1,10,,2023-05-30T18:54:50Z
http://www.wikidata.org/entity/Q77118,Don Valley Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,25000,1,9,,2024-08-14T11:07:37Z
http://www.wikidata.org/entity/Q482441,Daegu Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,66422,1,34,,2024-03-19T10:17:55Z
http://www.wikidata.org/entity/Q30488454,Entertainment and Sports Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,4200,1,6,,2024-05-22T03:11:05Z
http://www.wikidata.org/entity/Q65115607,Estadio Único Madre de Ciudades,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,30000,1,12,,2024-05-10T13:19:09Z
http://www.wikidata.org/entity/Q510575,Estádio José Fragelli,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,40000,individual seat,9,,2024-04-11T11:13:38Z
http://www.wikidata.org/entity/Q15910573,Pancho Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,3865,1,15,,2023-11-21T18:53:12Z
http://www.wikidata.org/entity/Q223240,Capital One Arena,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,20674,1,38,,2024-11-23T08:27:10Z
http://www.wikidata.org/entity/Q473943,Amon G. Carter Stadium,Sports,http://www.wikidata.org/prop/direct/P1083,http://www.wikidata.org/prop/direct/P1083,47000,1,6,,2022-11-06T18:55:04Z
