entity,entityLabel,category,property,propertyLabel,value,currencyLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q381751,Sex and the City,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,415300000,United States dollar,45,,2024-11-18T08:40:42Z
http://www.wikidata.org/entity/Q747496,Just Go with It,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,214900000,United States dollar,42,,2024-11-14T13:32:10Z
http://www.wikidata.org/entity/Q936302,Scooby-Doo,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,275650703,United States dollar,41,,2024-11-19T13:03:23Z
http://www.wikidata.org/entity/Q171453,Transformers,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,709709780,United States dollar,65,,2024-12-05T02:28:31Z
http://www.wikidata.org/entity/Q952142,Three Colours: Red,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,3600996,United States dollar,41,,2024-11-12T12:38:25Z
http://www.wikidata.org/entity/Q132266,Fun with Dick and Jane,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,202026112,United States dollar,31,,2024-11-12T12:03:56Z
http://www.wikidata.org/entity/Q185658,Indiana Jones and the Last Crusade,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,474200000,United States dollar,65,,2024-11-14T11:16:14Z
http://www.wikidata.org/entity/Q121810,Grown Ups,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,271400000,United States dollar,40,,2024-11-19T08:02:59Z
http://www.wikidata.org/entity/Q506418,The Princess Bride,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,30902442,United States dollar,45,,2024-11-24T10:25:31Z
http://www.wikidata.org/entity/Q156911,Wings of Desire,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,3404057,United States dollar,45,,2024-12-03T22:22:06Z
http://www.wikidata.org/entity/Q182373,Indiana Jones and the Kingdom of the Crystal Skull,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,790653942,United States dollar,62,,2024-11-14T11:16:13Z
http://www.wikidata.org/entity/Q208108,Catch Me If You Can,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,352114312,United States dollar,71,,2024-11-16T21:37:24Z
http://www.wikidata.org/entity/Q1219965,The Two Mrs. Carrolls,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,3569000,United States dollar,14,,2024-11-14T15:38:58Z
http://www.wikidata.org/entity/Q110397,True Lies,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,378882411,United States dollar,47,,2024-11-26T13:46:08Z
http://www.wikidata.org/entity/Q3038433,Dr. Who and the Daleks,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,114062,United States dollar,11,,2024-11-12T12:30:43Z
http://www.wikidata.org/entity/Q329448,Public Enemies,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,214104620,United States dollar,52,,2024-11-18T10:44:40Z
http://www.wikidata.org/entity/Q187278,Toy Story 3,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,1066969703,United States dollar,83,,2024-12-03T04:45:17Z
http://www.wikidata.org/entity/Q474082,The Chronicles of Narnia: The Voyage of the Dawn Treader,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,415700000,United States dollar,42,,2024-11-22T09:46:20Z
http://www.wikidata.org/entity/Q4297094,Phantom,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,1197759,United States dollar,10,,2024-11-19T14:16:34Z
http://www.wikidata.org/entity/Q156309,The Fugitive,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,368875760,United States dollar,48,,2024-11-06T17:29:23Z
http://www.wikidata.org/entity/Q213053,Superman,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,300478449,United States dollar,51,,2024-11-15T14:06:28Z
http://www.wikidata.org/entity/Q624055,Arabian Nights,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,3453416,United States dollar,12,,2024-11-11T21:12:52Z
http://www.wikidata.org/entity/Q217020,Thor,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,449326618,United States dollar,76,,2024-12-03T16:26:01Z
http://www.wikidata.org/entity/Q216006,Pan's Labyrinth,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,83862032,United States dollar,57,,2024-11-18T11:39:17Z
http://www.wikidata.org/entity/Q603448,Indecent Proposal,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,266600000,United States dollar,45,,2024-12-03T12:14:27Z
http://www.wikidata.org/entity/Q1050528,Immortals,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,226904017,United States dollar,39,,2024-12-05T00:57:03Z
http://www.wikidata.org/entity/Q622380,Pather Panchali,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,21000000,United States dollar,41,,2024-12-03T16:42:28Z
http://www.wikidata.org/entity/Q276523,Batman & Robin,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,238235719,United States dollar,51,,2024-11-06T11:52:21Z
http://www.wikidata.org/entity/Q1296385,Snow Day,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,62464731,United States dollar,16,,2024-11-18T09:03:51Z
http://www.wikidata.org/entity/Q259937,Alligator,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,6459000,United States dollar,19,,2024-12-02T13:18:41Z
http://www.wikidata.org/entity/Q1204213,Happy Together,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,767127,United States dollar,23,,2024-11-19T13:49:46Z
http://www.wikidata.org/entity/Q1125384,Master and Commander: The Far Side of the World,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,212011111,United States dollar,46,,2024-11-28T01:11:38Z
http://www.wikidata.org/entity/Q131864,Dr. Seuss' How the Grinch Stole Christmas,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,345100000,United States dollar,45,,2024-12-01T14:08:52Z
http://www.wikidata.org/entity/Q1405126,American Psycho,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,34266564,United States dollar,52,,2024-11-27T16:02:25Z
http://www.wikidata.org/entity/Q784514,Clerks II,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,26986174,United States dollar,26,,2024-10-30T21:36:39Z
http://www.wikidata.org/entity/Q501703,Austin Powers: International Man of Mystery,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,67711748,United States dollar,39,,2024-11-08T13:43:59Z
http://www.wikidata.org/entity/Q229808,The Amazing Spider-Man,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,757930663,United States dollar,62,,2024-11-14T11:25:53Z
