entity,entityLabel,category,property,propertyLabel,value,currencyLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q723239,Ikarie XB-1,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,6000000,Czech koruna,14,,2024-11-18T05:06:13Z
http://www.wikidata.org/entity/Q504053,Ocean's Twelve,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,110000000,United States dollar,49,,2024-11-14T15:26:56Z
http://www.wikidata.org/entity/Q498109,Rush Hour 3,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,140000000,United States dollar,46,,2024-11-18T09:36:14Z
http://www.wikidata.org/entity/Q854576,Game of Death,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,850000,United States dollar,36,,2024-11-26T13:51:20Z
http://www.wikidata.org/entity/Q937762,Pi,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,60000,United States dollar,36,,2024-11-25T14:30:28Z
http://www.wikidata.org/entity/Q1051023,Frankenweenie,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,39000000,United States dollar,45,,2024-11-14T09:52:35Z
http://www.wikidata.org/entity/Q909767,Nacho Libre,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,35000000,United States dollar,25,,2024-11-18T12:38:29Z
http://www.wikidata.org/entity/Q898465,Jesus Christ Superstar,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,3500000,United States dollar,26,,2024-11-19T08:33:47Z
http://www.wikidata.org/entity/Q564298,Flight,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,31000000,United States dollar,39,,2024-11-16T09:45:52Z
http://www.wikidata.org/entity/Q596965,Papillon,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,12000000,United States dollar,44,,2024-11-19T14:57:50Z
http://www.wikidata.org/entity/Q427386,In the Line of Fire,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,40000000,United States dollar,40,,2024-11-14T11:15:44Z
http://www.wikidata.org/entity/Q807818,Barbershop,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,12000000,United States dollar,19,,2024-10-30T04:05:39Z
http://www.wikidata.org/entity/Q783317,Hard to Kill,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,10000000,United States dollar,27,,2024-11-06T10:16:55Z
http://www.wikidata.org/entity/Q537407,Mulan,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,90000000,United States dollar,82,,2024-11-26T13:09:18Z
http://www.wikidata.org/entity/Q691611,Serenity,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,39000000,United States dollar,40,,2024-11-18T08:41:52Z
http://www.wikidata.org/entity/Q535081,The Last Station,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,18000000,United States dollar,25,,2024-11-22T14:01:16Z
http://www.wikidata.org/entity/Q1128750,Crazy Heart,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,7000000,United States dollar,31,,2024-10-31T00:08:58Z
http://www.wikidata.org/entity/Q380981,Tropic Thunder,Entertainment,http://www.wikidata.org/prop/direct/P2130,http://www.wikidata.org/prop/direct/P2130,92000000,United States dollar,49,,2024-11-15T12:51:50Z
