entity,entityLabel,category,property,propertyLabel,value,author,authorLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q2938742,Q2938742,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,192,http://www.wikidata.org/entity/Q2474802,Pascal de Duve,1,,2022-11-26T23:31:46Z
http://www.wikidata.org/entity/Q9001960,Handbook of the Bromeliaceae,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,243,http://www.wikidata.org/entity/Q730330,John Gilbert Baker,3,,2021-02-27T22:20:38Z
http://www.wikidata.org/entity/Q17220789,Q17220789,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,246,http://www.wikidata.org/entity/Q11470712,Norio Yamada,1,,2023-08-29T10:19:13Z
http://www.wikidata.org/entity/Q10604285,Q10604285,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,792,http://www.wikidata.org/entity/Q5967011,Claës Lundin,1,,2023-03-07T07:05:21Z
http://www.wikidata.org/entity/Q10841005,The Revolutionary Road,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,101,http://www.wikidata.org/entity/Q36014,Ho Chi Minh,3,,2024-08-31T03:36:05Z
http://www.wikidata.org/entity/Q16631978,Q16631978,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,148,http://www.wikidata.org/entity/Q946031,Antonine Maillet,1,,2022-11-27T07:22:37Z
http://www.wikidata.org/entity/Q83271852,More Grizzly Tales for Gruesome Kids,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,299,http://www.wikidata.org/entity/Q6147398,Jamie Rix,1,,2024-10-01T23:49:40Z
http://www.wikidata.org/entity/Q16668023,Q16668023,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,186,http://www.wikidata.org/entity/Q946031,Antonine Maillet,1,,2022-11-27T07:55:00Z
http://www.wikidata.org/entity/Q19450599,The war,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,63,,,1,,2024-11-27T22:15:00Z
http://www.wikidata.org/entity/Q10289360,Getting to Know the General: The Story of an Involvement,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,249,http://www.wikidata.org/entity/Q128560,Graham Greene,2,,2024-03-03T04:17:19Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q7342642,Robert C. O'Brien,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q22686,Donald Trump,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q100794283,Infamous Scribblers,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,467,http://www.wikidata.org/entity/Q5386213,Eric Burns,1,,2024-10-14T13:10:37Z
http://www.wikidata.org/entity/Q100149560,Sisters in Law,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,390,http://www.wikidata.org/entity/Q6551644,Linda Hirshman,1,,2022-04-13T18:08:35Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q24313,Mike Pence,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q723917,William Barr,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q100230119,El bell país on els homes desitgen els homes,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,80,http://www.wikidata.org/entity/Q8247736,Biel Mesquida Amengual,1,,2021-04-17T08:43:09Z
http://www.wikidata.org/entity/Q99839447,"Moi les hommes, je les déteste",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,96,http://www.wikidata.org/entity/Q99202066,Pauline Harmange,3,,2024-03-31T16:57:14Z
http://www.wikidata.org/entity/Q100383169,Q100383169,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,184,http://www.wikidata.org/entity/Q2634914,Paul-Jacques Bonzon,1,,2022-08-10T11:07:20Z
http://www.wikidata.org/entity/Q100328725,Vers Tombouctou : L'Afrique des explorateurs II,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,176,http://www.wikidata.org/entity/Q25694951,Anne Hugon,2,,2022-12-07T04:38:17Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q29913307,Matthew Pottinger,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q473239,Mike Pompeo,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q99905067,Q99905067,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,169,,,1,,2021-09-20T11:23:54Z
http://www.wikidata.org/entity/Q99948018,Q99948018,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,286,http://www.wikidata.org/entity/Q68700947,Charles Coster van Voorhout,1,,2022-08-11T19:00:22Z
http://www.wikidata.org/entity/Q101115197,Trump on China: Putting America First,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,121,http://www.wikidata.org/entity/Q30148517,Christopher A. Wray,2,,2022-08-23T07:37:53Z
http://www.wikidata.org/entity/Q88964417,Q88964417,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,172,http://www.wikidata.org/entity/Q712079,Michal Ajvaz,1,,2024-10-03T08:44:00Z
http://www.wikidata.org/entity/Q85973526,Fiʻl,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,99,http://www.wikidata.org/entity/Q17992398,Mohammad Rezaee Rad,1,,2024-09-22T10:18:36Z
http://www.wikidata.org/entity/Q89040138,Biographical Sketches of Dekkan Poets,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,164,http://www.wikidata.org/entity/Q71769390,Kavali Venkata Ramaswami,1,,2020-08-11T16:00:50Z
http://www.wikidata.org/entity/Q85999049,Q85999049,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,688,,,2,,2022-03-05T01:08:26Z
http://www.wikidata.org/entity/Q85970907,Q85970907,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,63,http://www.wikidata.org/entity/Q303651,Ahmet Haşim,1,,2021-07-20T11:09:41Z
http://www.wikidata.org/entity/Q85874281,Q85874281,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,136,http://www.wikidata.org/entity/Q3147452,Ibn Rachik,1,,2021-07-20T11:09:11Z
http://www.wikidata.org/entity/Q85846983,Prince & Knight,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,40,,,4,,2024-10-02T14:39:58Z
http://www.wikidata.org/entity/Q86396441,Guia da Secção Histórica do Museu Paulista,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,122,http://www.wikidata.org/entity/Q3888486,Afonso d'Escragnolle Taunay,2,,2024-10-12T16:28:51Z
http://www.wikidata.org/entity/Q85280341,Aghtark,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,380,http://www.wikidata.org/entity/Q1968318,Hakob Meghapart,1,,2022-12-29T11:07:23Z
http://www.wikidata.org/entity/Q84929144,Guia pelas Colleccões do Museu Paulista,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,116,http://www.wikidata.org/entity/Q10363729,Rodolpho von Ihering,2,,2024-11-09T00:17:29Z
http://www.wikidata.org/entity/Q91674109,Reasons for not eating animal food,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,4,http://www.wikidata.org/entity/Q7528648,Richard Phillips,3,,2024-06-23T23:23:27Z
http://www.wikidata.org/entity/Q85803680,Strategos,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,179,http://www.wikidata.org/entity/Q3666329,Charles Adiel Lewis Totten,1,,2023-03-23T17:08:11Z
http://www.wikidata.org/entity/Q85815477,Why We Can't Sleep,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,288,http://www.wikidata.org/entity/Q27473597,Ada Calhoun,3,,2023-10-17T12:26:14Z
http://www.wikidata.org/entity/Q86666804,Q86666804,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,208,http://www.wikidata.org/entity/Q178832,Kasia Nosowska,1,,2022-04-12T14:25:41Z
http://www.wikidata.org/entity/Q90589267,Nasty Little Beasts,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,125,http://www.wikidata.org/entity/Q6147398,Jamie Rix,1,,2022-03-25T23:14:04Z
http://www.wikidata.org/entity/Q89350905,Q89350905,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,323,http://www.wikidata.org/entity/Q315094,Carlos Keller,1,,2023-04-26T06:54:24Z
http://www.wikidata.org/entity/Q91098730,Power in Numbers: The Rebel Women of Mathematics,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,224,http://www.wikidata.org/entity/Q23729163,Talithia Williams,2,,2024-10-26T10:35:50Z
http://www.wikidata.org/entity/Q88964417,Q88964417,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,158,http://www.wikidata.org/entity/Q712079,Michal Ajvaz,1,,2024-10-03T08:44:00Z
http://www.wikidata.org/entity/Q98094417,Q98094417,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,272,http://www.wikidata.org/entity/Q2124,Valéry Giscard d'Estaing,1,,2022-04-13T23:08:37Z
http://www.wikidata.org/entity/Q97650650,Three Minutes of Eternity,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,357,,,1,,2021-05-22T08:02:28Z
http://www.wikidata.org/entity/Q99227983,Q99227983,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,786,http://www.wikidata.org/entity/Q73855381,Hazel Walford Davies,1,,2022-04-13T22:53:40Z
http://www.wikidata.org/entity/Q97369580,Ukraїns'ki radjansky hudozhnyky. Dovidnyk. 1972,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,563,,,1,,2023-01-15T22:26:17Z
http://www.wikidata.org/entity/Q97570435,"Annulata Danica. En Kritisk Revision af de i Danmark Fundne Annulata Chaetognatha, Gephyrea, Balanoglossi, Discophoreae, Oligochaeta, Gymnocopa og Polychaeta",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,143,http://www.wikidata.org/entity/Q39140427,Peter August Møller Tauber,1,,2021-11-23T15:20:20Z
http://www.wikidata.org/entity/Q99629010,Q99629010,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,420,http://www.wikidata.org/entity/Q16298559,Jukka Hankamäki,1,,2020-10-16T19:02:41Z
http://www.wikidata.org/entity/Q97932970,"The Trial, at Large of William Booth, and His Associates, George Scot, the Three Yates’s, John Barrows, and Elizabeth Chidlow, for Forgery, Coining, &c. At The Stafford Summer Assizes, 1812, Before Mr Justice Le Blanc.",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,46,,,1,,2023-04-17T18:39:32Z
http://www.wikidata.org/entity/Q97353520,Q97353520,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,190,http://www.wikidata.org/entity/Q405282,John Davies,1,,2022-04-13T19:07:28Z
http://www.wikidata.org/entity/Q97314496,Q97314496,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,242,http://www.wikidata.org/entity/Q3332827,Mélaka,1,,2021-02-25T18:37:53Z
http://www.wikidata.org/entity/Q99227923,Cyfri'r Cewri,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,224,,,1,,2022-11-27T14:45:55Z
http://www.wikidata.org/entity/Q101515294,Q101515294,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,120,http://www.wikidata.org/entity/Q330110,Abraham Isaac Kook,1,,2020-12-12T10:26:11Z
http://www.wikidata.org/entity/Q102115741,Q102115741,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,216,http://www.wikidata.org/entity/Q207356,William peneyan,2,,2021-07-20T10:16:51Z
http://www.wikidata.org/entity/Q102312035,Let us dream,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,220,http://www.wikidata.org/entity/Q450675,Pope Francis,1,,2021-04-15T07:01:10Z
http://www.wikidata.org/entity/Q102291077,Le Roman vrai de l'Encyclopédie,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,224,http://www.wikidata.org/entity/Q3085422,François Moureau,1,,2022-11-27T14:53:58Z
http://www.wikidata.org/entity/Q102427318,Q102427318,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,180,http://www.wikidata.org/entity/Q511692,Igort,1,,2022-09-01T04:15:25Z
http://www.wikidata.org/entity/Q96483689,The Spanish Cockpit,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,303,http://www.wikidata.org/entity/Q86635,Franz Borkenau,1,,2021-02-10T06:31:27Z
http://www.wikidata.org/entity/Q96241148,Q96241148,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,456,http://www.wikidata.org/entity/Q5983539,Luis Gasca,1,,2020-10-18T20:20:01Z
http://www.wikidata.org/entity/Q96417850,Black Against Empire,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,562,,,1,,2024-06-20T12:58:34Z
http://www.wikidata.org/entity/Q96374912,China's Economy,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,336,,,1,,2022-04-14T18:48:14Z
http://www.wikidata.org/entity/Q96241148,Q96241148,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,456,http://www.wikidata.org/entity/Q3822596,Román Gubern,1,,2020-10-18T20:20:01Z
http://www.wikidata.org/entity/Q96107063,Astronomiae Pars Optica,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,450,http://www.wikidata.org/entity/Q8963,Johannes Kepler,2,,2024-05-18T09:16:31Z
http://www.wikidata.org/entity/Q93747465,Euskal Herriko udalen izendegia,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,153,,,1,,2024-01-14T17:59:37Z
http://www.wikidata.org/entity/Q96337841,Bicycle Boy,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,623,http://www.wikidata.org/entity/Q1328795,Eli Amir,1,,2022-11-27T14:22:11Z
http://www.wikidata.org/entity/Q96621749,Q96621749,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,269,http://www.wikidata.org/entity/Q12260734,Jose Ramon Zubillaga,1,,2020-06-24T10:53:27Z
http://www.wikidata.org/entity/Q101350635,Q101350635,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,691,http://www.wikidata.org/entity/Q2387506,Georg Wilhelm de Gennin,1,,2022-10-31T14:13:57Z
http://www.wikidata.org/entity/Q107039910,Born a Muslim: Some Truths about Islam in India,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,408,,,2,,2022-11-27T14:44:57Z
http://www.wikidata.org/entity/Q97212180,Sweet Dreams,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,683,,,1,,2021-08-14T11:40:15Z
http://www.wikidata.org/entity/Q96777089,"Rebirth: Reformasi, Resistance, and Hope in New Malaysia",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,212,,,1,,2020-10-15T04:17:14Z
http://www.wikidata.org/entity/Q97257522,Q97257522,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,105,http://www.wikidata.org/entity/Q3350302,Akhteruzzaman Elias,1,,2024-09-22T15:15:03Z
http://www.wikidata.org/entity/Q97139310,Coletânea de Mapas da Cartografia Paulista Antiga,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,22,http://www.wikidata.org/entity/Q3888486,Afonso d'Escragnolle Taunay,1,,2021-08-16T14:43:41Z
http://www.wikidata.org/entity/Q105395137,Q105395137,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,448,http://www.wikidata.org/entity/Q3930330,Marina Stepnova,3,,2022-06-30T13:49:33Z
http://www.wikidata.org/entity/Q104579393,Q104579393,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,116,http://www.wikidata.org/entity/Q3484302,Simon Hureau,1,,2022-02-12T10:57:47Z
http://www.wikidata.org/entity/Q104657099,Q104657099,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,81,http://www.wikidata.org/entity/Q6083559,Cenap Şahabettin,1,,2021-06-06T17:51:38Z
http://www.wikidata.org/entity/Q104695111,Q104695111,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,61,http://www.wikidata.org/entity/Q2667903,Jovan Rajić,1,,2021-06-06T08:40:10Z
http://www.wikidata.org/entity/Q104804828,Handbook of Revolutionary Warfare,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,122,http://www.wikidata.org/entity/Q8620,Kwame Nkrumah,1,,2024-02-26T00:41:42Z
http://www.wikidata.org/entity/Q104804828,Handbook of Revolutionary Warfare,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,144,http://www.wikidata.org/entity/Q8620,Kwame Nkrumah,1,,2024-02-26T00:41:42Z
http://www.wikidata.org/entity/Q104804828,Handbook of Revolutionary Warfare,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,146,http://www.wikidata.org/entity/Q8620,Kwame Nkrumah,1,,2024-02-26T00:41:42Z
http://www.wikidata.org/entity/Q104546637,Eromanga hyougenshi,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,392,http://www.wikidata.org/entity/Q55177739,Rito Kimi,2,,2022-01-31T08:09:00Z
http://www.wikidata.org/entity/Q107362039,Историко-географический словарь Саратовской губернии,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1409,http://www.wikidata.org/entity/Q4295294,A. N. Minkh,1,,2023-03-02T02:32:05Z
http://www.wikidata.org/entity/Q107285138,Q107285138,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,162,,,1,,2022-11-05T22:57:09Z
http://www.wikidata.org/entity/Q107300601,Q107300601,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,58,,,1,,2024-10-09T14:35:40Z
http://www.wikidata.org/entity/Q107379004,Influencer: Die Ideologie der Werbekörper,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,192,http://www.wikidata.org/entity/Q107378953,Ole Nymoen,1,,2023-03-05T15:25:46Z
http://www.wikidata.org/entity/Q107475874,The Property,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,222,http://www.wikidata.org/entity/Q2917665,Rutu Modan,1,,2022-11-27T14:15:57Z
http://www.wikidata.org/entity/Q107465404,City as an Artist’s Subjective (Catalog),Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,128,http://www.wikidata.org/entity/Q4346352,Alexey Parygin,2,,2022-09-14T01:27:15Z
http://www.wikidata.org/entity/Q107379004,Influencer: Die Ideologie der Werbekörper,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,192,http://www.wikidata.org/entity/Q105977330,Wolfgang M. Schmitt,1,,2023-03-05T15:25:46Z
http://www.wikidata.org/entity/Q107475417,Tunnels,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,275,http://www.wikidata.org/entity/Q2917665,Rutu Modan,1,,2022-07-10T17:06:04Z
http://www.wikidata.org/entity/Q107413008,Q107413008,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,158,,,1,,2022-11-05T23:00:50Z
http://www.wikidata.org/entity/Q107022544,Q107022544,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,343,http://www.wikidata.org/entity/Q133042,Shmuel Yosef Agnon,1,,2021-05-29T18:06:21Z
http://www.wikidata.org/entity/Q106833819,Profile literare,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,180,http://www.wikidata.org/entity/Q7832690,Traian Demetrescu,1,,2022-11-27T14:36:37Z
http://www.wikidata.org/entity/Q106873747,Q106873747,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,16,http://www.wikidata.org/entity/Q377,Yanka Kupala,1,,2021-06-16T15:16:17Z
http://www.wikidata.org/entity/Q106704399,WORD ROW,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,111,http://www.wikidata.org/entity/Q106317307,Noam Dovev,1,,2024-10-09T15:27:49Z
http://www.wikidata.org/entity/Q106878071,Documents of the 8th National Congress of the Chinese Communist Party,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1101,,,1,,2023-01-07T03:42:51Z
http://www.wikidata.org/entity/Q106646409,Q106646409,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,320,http://www.wikidata.org/entity/Q17047608,Alesʹ Masarėnka,1,,2021-04-29T09:07:26Z
http://www.wikidata.org/entity/Q106844714,Putin's People,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,640,http://www.wikidata.org/entity/Q106163126,Catherine Belton,6,,2024-03-24T10:17:19Z
http://www.wikidata.org/entity/Q105962430,When Harry Became Sally: Responding to the Transgender Moment,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,264,http://www.wikidata.org/entity/Q96419282,Ryan T. Anderson,3,,2024-11-10T20:42:21Z
http://www.wikidata.org/entity/Q106241617,Q106241617,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,274,http://www.wikidata.org/entity/Q744798,Ciro Gomes,1,,2024-04-03T10:39:40Z
http://www.wikidata.org/entity/Q105715227,Festival Romanistica,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,398,,,2,,2022-09-22T07:40:51Z
http://www.wikidata.org/entity/Q105971058,Q105971058,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1350,,,1,,2021-06-03T16:51:37Z
http://www.wikidata.org/entity/Q106292493,Q106292493,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,61,http://www.wikidata.org/entity/Q561147,Joan Fuster Ortells,1,,2022-04-13T23:46:11Z
http://www.wikidata.org/entity/Q105672007,Q105672007,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,352,http://www.wikidata.org/entity/Q246722,Victor Pelevin,4,,2023-05-21T15:15:28Z
http://www.wikidata.org/entity/Q107051094,"Template:Greuter, Burdet & Long, 1986",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,395,,,3,,2022-12-27T13:03:37Z
http://www.wikidata.org/entity/Q105609428,Tim: The Official Biography of Avicii,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,304,http://www.wikidata.org/entity/Q18578897,Måns Mosesson,1,,2023-10-28T06:07:12Z
http://www.wikidata.org/entity/Q106323270,The City of Pain,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,248,,,2,,2023-03-31T16:23:32Z
http://www.wikidata.org/entity/Q106583829,Q106583829,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,584,http://www.wikidata.org/entity/Q81731,Murasaki Shikibu,1,,2024-02-06T11:34:18Z
http://www.wikidata.org/entity/Q105609428,Tim: The Official Biography of Avicii,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,320,http://www.wikidata.org/entity/Q18578897,Måns Mosesson,1,,2023-10-28T06:07:12Z
http://www.wikidata.org/entity/Q106538705,"Like Water, Like Fire",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,347,http://www.wikidata.org/entity/Q2818964,various authors,4,,2024-05-22T07:08:57Z
http://www.wikidata.org/entity/Q106448506,Q106448506,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,224,http://www.wikidata.org/entity/Q55047426,Lena Lindahl,1,,2023-12-26T17:09:38Z
http://www.wikidata.org/entity/Q107123017,Property at a Crossroads,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,607,http://www.wikidata.org/entity/Q7058380,Hanoch Dagan,1,,2022-11-27T14:23:10Z
